	iLvl	Armour	Might	Agility	Vitality	Will	Fate	Morale	Power	ICMR	NCMR	ICPR	NCPR	CritHit	Finesse	PhyMas	TacMas	Resist	CritDef	InHeal	Block	Parry	Evade	PhyMit	TacMit	Audacity	Hope	Notes	ArmourP	MoraleP	PowerP	MelCritP	RngCritP	TacCritP	HealCritP	MelMagnP	RngMagnP	TacMagnP	HealMagnP	MelDmgP	RngDmgP	TacDmgP	OutHealP	MelIndP	RngIndP	TacIndP	HealIndP	AttDurP	RunSpdP	CritDefP	InHealP	BlockP	ParryP	EvadeP	PblkP	PparP	PevaP	PblkMitP	PparMitP	PevaMitP	MelRedP	RngRedP	TacRedP	PhyMitP	TacMitP	Category	Classes
Unshakeable Spearman's Chestplate of the Morannon (4s):	282	=CALCSLICE("ArmMCT";B252)		=CALCSLICE("Agility";B252;0,8)				=CALCSLICE("Morale";B252;0,6)																																																										Chest	Wa
Supreme Chestplate of the Clever Trapper (4s):	258	=CALCSLICE("ArmMCT";B253)		=CALCSLICE("Agility";B253;0,8)				=CALCSLICE("Morale";B253;0,6)																																																										Chest	Hu
Supreme Chestplate of the Fearless Soldier (4s):	258	=CALCSLICE("ArmMCT";B254)		=CALCSLICE("Agility";B254;0,8)				=CALCSLICE("Morale";B254;0,6)																																																										Chest	Wa
Supreme Chestplate of the Fierce Skin-changer (4s):	258	=CALCSLICE("ArmMCT";B255)	=CALCSLICE("Might";B255;0,8)					=CALCSLICE("Morale";B255;0,6)																																																										Chest	Be
Supreme Chestplate of the Hidden Blade (4s):	258	=CALCSLICE("ArmMCT";B256)		=CALCSLICE("Agility";B256;0,8)				=CALCSLICE("Morale";B256;0,6)																																																										Chest	Bu
Supreme Chestplate of the Luck-maker (4s):	258	=CALCSLICE("ArmMCT";B257)		=CALCSLICE("Agility";B257;0,8)				=CALCSLICE("Morale";B257;0,6)																																																										Chest	Bu
Supreme Chestplate of the Precise Bowmaster (4s):	258	=CALCSLICE("ArmMCT";B258)		=CALCSLICE("Agility";B258;0,8)				=CALCSLICE("Morale";B258;0,6)																																																										Chest	Hu
Supreme Chestplate of the Resilient Skin-changer (4s):	258	=CALCSLICE("ArmMCT";B259)	=CALCSLICE("Might";B259;0,8)					=CALCSLICE("Morale";B259;0,6)																																																										Chest	Be
Supreme Chestplate of the Shield-splinterer (4s):	258	=CALCSLICE("ArmMCT";B260)		=CALCSLICE("Agility";B260;0,8)				=CALCSLICE("Morale";B260;0,6)																																																										Chest	Wa
Supreme Chestplate of the Sure-footed Huntsman (4s):	258	=CALCSLICE("ArmMCT";B261)		=CALCSLICE("Agility";B261;0,8)				=CALCSLICE("Morale";B261;0,6)																																																										Chest	Hu
Supreme Chestplate of the Tenacious Skin-changer (4s):	258	=CALCSLICE("ArmMCT";B262)	=CALCSLICE("Might";B262;0,8)					=CALCSLICE("Morale";B262;0,6)																																																										Chest	Be
Supreme Chestplate of the Trickster (4s):	258	=CALCSLICE("ArmMCT";B263)		=CALCSLICE("Agility";B263;0,8)				=CALCSLICE("Morale";B263;0,6)																																																										Chest	Bu
Supreme Chestplate of the Unshakeable Spear (4s):	258	=CALCSLICE("ArmMCT";B264)		=CALCSLICE("Agility";B264;0,8)				=CALCSLICE("Morale";B264;0,6)																																																										Chest	Wa
Brushed Chestguard of the Ithilien Path-finder (4s):	246	=CALCSLICE("ArmMCT";B265)			=CALCSLICE("Vitality";B265;0,8)			=CALCSLICE("Morale";B265;0,6)																																																										Chest	BeBuHuWa
Greater Chestplate of the Clever Trapper (4s):	234	=CALCSLICE("ArmMCT";B266)		=CALCSLICE("Agility";B266;0,8)				=CALCSLICE("Morale";B266;0,6)																																																										Chest	Hu
Greater Chestplate of the Fearless Soldier (4s):	234	=CALCSLICE("ArmMCT";B267)		=CALCSLICE("Agility";B267;0,8)				=CALCSLICE("Morale";B267;0,6)																																																										Chest	Wa
Greater Chestplate of the Fierce Skin-changer (4s):	234	=CALCSLICE("ArmMCT";B268)	=CALCSLICE("Might";B268;0,8)					=CALCSLICE("Morale";B268;0,6)																																																										Chest	Be
Greater Chestplate of the Hidden Blade (4s):	234	=CALCSLICE("ArmMCT";B269)		=CALCSLICE("Agility";B269;0,8)				=CALCSLICE("Morale";B269;0,6)																																																										Chest	Bu
Greater Chestplate of the Luck-maker (4s):	234	=CALCSLICE("ArmMCT";B270)		=CALCSLICE("Agility";B270;0,8)				=CALCSLICE("Morale";B270;0,6)																																																										Chest	Bu
Greater Chestplate of the Precise Bowmaster (4s):	234	=CALCSLICE("ArmMCT";B271)		=CALCSLICE("Agility";B271;0,8)				=CALCSLICE("Morale";B271;0,6)																																																										Chest	Hu
Greater Chestplate of the Resilient Skin-changer (4s):	234	=CALCSLICE("ArmMCT";B272)	=CALCSLICE("Might";B272;0,8)					=CALCSLICE("Morale";B272;0,6)																																																										Chest	Be
Greater Chestplate of the Shield-splinterer (4s):	234	=CALCSLICE("ArmMCT";B273)		=CALCSLICE("Agility";B273;0,8)				=CALCSLICE("Morale";B273;0,6)																																																										Chest	Wa
Greater Chestplate of the Sure-footed Huntsman (4s):	234	=CALCSLICE("ArmMCT";B274)		=CALCSLICE("Agility";B274;0,8)				=CALCSLICE("Morale";B274;0,6)																																																										Chest	Hu
Greater Chestplate of the Tenacious Skin-changer (4s):	234	=CALCSLICE("ArmMCT";B275)	=CALCSLICE("Might";B275;0,8)					=CALCSLICE("Morale";B275;0,6)																																																										Chest	Be
Greater Chestplate of the Trickster (4s):	234	=CALCSLICE("ArmMCT";B276)		=CALCSLICE("Agility";B276;0,8)				=CALCSLICE("Morale";B276;0,6)																																																										Chest	Bu
Greater Chestplate of the Unshakeable Spear (4s):	234	=CALCSLICE("ArmMCT";B277)		=CALCSLICE("Agility";B277;0,8)				=CALCSLICE("Morale";B277;0,6)																																																										Chest	Wa
Chestplate of the Clever Trapper (4s):	222	=CALCSLICE("ArmMCT";B278)		=CALCSLICE("Agility";B278;0,8)				=CALCSLICE("Morale";B278;0,6)																																																										Chest	Hu
Chestplate of the Fearless Soldier (4s):	222	=CALCSLICE("ArmMCT";B279)		=CALCSLICE("Agility";B279;0,8)				=CALCSLICE("Morale";B279;0,6)																																																										Chest	Wa
Chestplate of the Fierce Skin-changer (4s):	222	=CALCSLICE("ArmMCT";B280)	=CALCSLICE("Might";B280;0,8)					=CALCSLICE("Morale";B280;0,6)																																																										Chest	Be
Chestplate of the Hidden Blade (4s):	222	=CALCSLICE("ArmMCT";B281)		=CALCSLICE("Agility";B281;0,8)				=CALCSLICE("Morale";B281;0,6)																																																										Chest	Bu
Chestplate of the Luck-maker (4s):	222	=CALCSLICE("ArmMCT";B282)		=CALCSLICE("Agility";B282;0,8)				=CALCSLICE("Morale";B282;0,6)																																																										Chest	Bu
Chestplate of the Precise Bowmaster (4s):	222	=CALCSLICE("ArmMCT";B283)		=CALCSLICE("Agility";B283;0,8)				=CALCSLICE("Morale";B283;0,6)																																																										Chest	Hu
Chestplate of the Resilient Skin-changer (4s):	222	=CALCSLICE("ArmMCT";B284)	=CALCSLICE("Might";B284;0,8)					=CALCSLICE("Morale";B284;0,6)																																																										Chest	Be
Chestplate of the Shield-splinterer (4s):	222	=CALCSLICE("ArmMCT";B285)		=CALCSLICE("Agility";B285;0,8)				=CALCSLICE("Morale";B285;0,6)																																																										Chest	Wa
Chestplate of the Sure-footed Huntsman (4s):	222	=CALCSLICE("ArmMCT";B286)		=CALCSLICE("Agility";B286;0,8)				=CALCSLICE("Morale";B286;0,6)																																																										Chest	Hu
Chestplate of the Tenacious Skin-changer (4s):	222	=CALCSLICE("ArmMCT";B287)	=CALCSLICE("Might";B287;0,8)					=CALCSLICE("Morale";B287;0,6)																																																										Chest	Be
Chestplate of the Trickster (4s):	222	=CALCSLICE("ArmMCT";B288)		=CALCSLICE("Agility";B288;0,8)				=CALCSLICE("Morale";B288;0,6)																																																										Chest	Bu
Chestplate of the Unshakeable Spear (4s):	222	=CALCSLICE("ArmMCT";B289)		=CALCSLICE("Agility";B289;0,8)				=CALCSLICE("Morale";B289;0,6)																																																										Chest	Wa
Ambusher's Jacket (4s):	222	=CALCSLICE("ArmMCT";B290)		=CALCSLICE("Agility";B290;0,8)				=CALCSLICE("Morale";B290;0,6)																																																										Chest	Bu
Battle-outrider's Breastplate (4s):	222	=CALCSLICE("ArmMCT";B291)		=CALCSLICE("Agility";B291;0,8)				=CALCSLICE("Morale";B291;0,6)																																																										Chest	Hu
Juggernaut's Jacket (4s):	222	=CALCSLICE("ArmMCT";B292)		=CALCSLICE("Agility";B292;0,8)				=CALCSLICE("Morale";B292;0,6)																																																										Chest	Wa
War-bear's Jacket (4s):	222	=CALCSLICE("ArmMCT";B293)	=CALCSLICE("Might";B293;0,8)					=CALCSLICE("Morale";B293;0,6)																																																										Chest	Be
Ancient Doom-hunter's Breastplate (2s):	222	=CALCSLICE("ArmMCT";B294)		=CALCSLICE("Agility";B294;2)				=CALCSLICE("Morale";B294;1)								=CALCSLICE("PhyMas";B294;0,4)								=CALCSLICE("PhyMit";B294;0,8)																																										Chest	Hu
Ancient Rift-reaper's Jacket (2s):	222	=CALCSLICE("ArmMCT";B295)	=CALCSLICE("Might";B295;2)					=CALCSLICE("Morale";B295;1)															=CALCSLICE("Evade";B295;0,4)	=CALCSLICE("PhyMit";B295;0,8)																																										Chest	Be
Ancient Thrill-seeker's Jacket (2s):	222	=CALCSLICE("ArmMCT";B296)		=CALCSLICE("Agility";B296;2)				=CALCSLICE("Morale";B296;1)								=CALCSLICE("PhyMas";B296;0,4)								=CALCSLICE("PhyMit";B296;0,8)																																										Chest	Bu
Ancient Town-saver's Jacket (2s):	222	=CALCSLICE("ArmMCT";B297)		=CALCSLICE("Agility";B297;2)				=CALCSLICE("Morale";B297;1)															=CALCSLICE("Evade";B297;0,4)	=CALCSLICE("PhyMit";B297;0,8)																																										Chest	Wa
Fine Mathom-hunter's Jacket (105)	207	2968		279	372		93																																																										
Mathom-hunter's Jacket (105)	207	2813		279	279		93																																																										
Exemplary Tough Jacket of the Anórien Tree (3s):	204	=CALCSLICE("ArmMCT";B300)	=CALCSLICE("Might";B300;1,4)					=CALCSLICE("Morale";B300;1,4)																																																										Chest	BeWa
Exemplary Jacket of the Anórien Tree (3s):	204	=CALCSLICE("ArmMCT";B301)		=CALCSLICE("Agility";B301;1,4)				=CALCSLICE("Morale";B301;1,4)																																																										Chest	BuHuWa
Anórien Combat Armour (3s):	201	=CALCSLICE("ArmMCT";B302)					=CALCSLICE("Fate";B302;1)	=CALCSLICE("Morale";B302;1,8)																																																										Chest	BeBuHuWa
Breastplate of the Osgiliath Claw	201	=CALCSLICE("ArmMCT";B303)	=CALCSLICE("Might";B303;4)		=CALCSLICE("Vitality";B303;1)									=CALCSLICE("CritHit";B303;1)	=CALCSLICE("Finesse";B303;1)																																																				
Breastplate of the Osgiliath Hide	201	=CALCSLICE("ArmMCT";B304)	=CALCSLICE("Might";B304;1,4)		=CALCSLICE("Vitality";B304;3,6)										=CALCSLICE("Finesse";B304;1)							=CALCSLICE("Parry";B304;1)																																													
Breastplate of the Osgiliath Roar	201	=CALCSLICE("ArmMCT";B305)	=CALCSLICE("Might";B305;4)		=CALCSLICE("Vitality";B305;1,4)		=CALCSLICE("Fate";B305;0,6)										=CALCSLICE("TacMas";B305;1)																																																		
Jacket of the Osgiliath Bowmaster	201	=CALCSLICE("ArmMCT";B306)		=CALCSLICE("Agility";B306;4)			=CALCSLICE("Fate";B306;1)							=CALCSLICE("CritHit";B306;1)	=CALCSLICE("Finesse";B306;1)																																																				
Jacket of the Osgiliath Fist	201	=CALCSLICE("ArmMCT";B307)		=CALCSLICE("Agility";B307;4)	=CALCSLICE("Vitality";B307;1)											=CALCSLICE("PhyMas";B307;2)																																																			
Jacket of the Osgiliath Gambler	201	=CALCSLICE("ArmMCT";B308)		=CALCSLICE("Agility";B308;4)	=CALCSLICE("Vitality";B308;1)										=CALCSLICE("Finesse";B308;1)	=CALCSLICE("PhyMas";B308;1)																																																			
Jacket of the Osgiliath Huntsman	201	=CALCSLICE("ArmMCT";B309)		=CALCSLICE("Agility";B309;4)	=CALCSLICE("Vitality";B309;1)									=CALCSLICE("CritHit";B309;1)		=CALCSLICE("PhyMas";B309;1)																																																			
Jacket of the Osgiliath Knife	201	=CALCSLICE("ArmMCT";B310)		=CALCSLICE("Agility";B310;4)			=CALCSLICE("Fate";B310;1)	=CALCSLICE("Morale";B310;1)						=CALCSLICE("CritHit";B310;1)																																																					
Jacket of the Osgiliath Mischief-maker	201	=CALCSLICE("ArmMCT";B311)		=CALCSLICE("Agility";B311;4)	=CALCSLICE("Vitality";B311;1)		=CALCSLICE("Fate";B311;1)	=CALCSLICE("Morale";B311;1)																																																											
Jacket of the Osgiliath Shield	201	=CALCSLICE("ArmMCT";B312)		=CALCSLICE("Agility";B312;1,4)	=CALCSLICE("Vitality";B312;3,6)																	=CALCSLICE("Parry";B312;1)			=CALCSLICE("TacMit";B312;1)																																										
Jacket of the Osgiliath Spear	201	=CALCSLICE("ArmMCT";B313)		=CALCSLICE("Agility";B313;4)			=CALCSLICE("Fate";B313;1)							=CALCSLICE("CritHit";B313;1)	=CALCSLICE("Finesse";B313;1)																																																				
Jacket of the Osgiliath Trapper	201	=CALCSLICE("ArmMCT";B314)		=CALCSLICE("Agility";B314;4)	=CALCSLICE("Vitality";B314;1)		=CALCSLICE("Fate";B314;1)	=CALCSLICE("Morale";B314;1)																																																											
Coat of Faramir's Faithful (5s):	201	=CALCSLICE("ArmMCT";B315)																																																																Chest	BeBuHuWa
Jacket of the Beacon	192	=CALCSLICE("ArmMCT";B316)		=CALCSLICE("Agility";B316;2,8)	=CALCSLICE("Vitality";B316;2,4)										=CALCSLICE("Finesse";B316;0,8)	=CALCSLICE("PhyMas";B316;1)																																																			
Jacket of the Liberator	192	=CALCSLICE("ArmMCT";B317)		=CALCSLICE("Agility";B317;2,8)	=CALCSLICE("Vitality";B317;2,4)									=CALCSLICE("CritHit";B317;1)	=CALCSLICE("Finesse";B317;0,8)																																																				
Breastplate of Nature's Guard	192	=CALCSLICE("ArmMCT";B318)	=CALCSLICE("Might";B318;2,8)		=CALCSLICE("Vitality";B318;2,4)										=CALCSLICE("Finesse";B318;0,8)	=CALCSLICE("PhyMas";B318;1)																																																			
Jacket of the Seafarer	192	=CALCSLICE("ArmMCT";B319)		=CALCSLICE("Agility";B319;2,8)	=CALCSLICE("Vitality";B319;2,4)		=CALCSLICE("Fate";B319;1)								=CALCSLICE("Finesse";B319;0,8)																																																				
Medium Nadhin Jacket (4s):	192	=CALCSLICE("ArmMCT";B320)		=CALCSLICE("Agility";B320;1,4)																																																														Chest	BeBuHuWa
Nelegham	192	=CALCSLICE("ArmMCT";B321)		=CALCSLICE("Agility";B321;2)	=CALCSLICE("Vitality";B321;2)											=CALCSLICE("PhyMas";B321;1)			=CALCSLICE("CritDef";B321;2)																																																
Ethiram	192	=CALCSLICE("ArmMCT";B322)		=CALCSLICE("Agility";B322;1)	=CALCSLICE("Vitality";B322;2)									=CALCSLICE("CritHit";B322;2)		=CALCSLICE("PhyMas";B322;2)																																																			
Tattered Gondorian Leathers	192	=CALCSLICE("ArmMCT";B323)		=CALCSLICE("Agility";B323;2,4)	=CALCSLICE("Vitality";B323;2,8)																	=CALCSLICE("Parry";B323;1)	=CALCSLICE("Evade";B323;0,8)																																												
Medium Nadhin Jacket (3s):	192	=CALCSLICE("ArmMCP";B324)		=CALCSLICE("Agility";B324;1,8)																																																														Chest	BeBuHuWa
Enduring Fangorn Assault Armour of Fate	182	=CALCSLICE("ArmMCT";B325)	=CALCSLICE("Might";B325;2,8)		=CALCSLICE("Vitality";B325;2,4)		=CALCSLICE("Fate";B325;1,6)								=CALCSLICE("Finesse";B325;0,2)																																																				
Enduring Fangorn Armour of Fate	182	=CALCSLICE("ArmMCT";B326)		=CALCSLICE("Agility";B326;2,8)	=CALCSLICE("Vitality";B326;2,4)		=CALCSLICE("Fate";B326;1,6)								=CALCSLICE("Finesse";B326;0,2)																																																				
Enduring Fangorn Assault Armour of Skill	182	=CALCSLICE("ArmMCT";B327)	=CALCSLICE("Might";B327;2,8)		=CALCSLICE("Vitality";B327;2,4)									=CALCSLICE("CritHit";B327;0,8)	=CALCSLICE("Finesse";B327;0,2)	=CALCSLICE("PhyMas";B327;0,8)																																																			
Enduring Fangorn Armour of Skill	182	=CALCSLICE("ArmMCT";B328)		=CALCSLICE("Agility";B328;2,8)	=CALCSLICE("Vitality";B328;2,4)									=CALCSLICE("CritHit";B328;0,8)	=CALCSLICE("Finesse";B328;0,2)	=CALCSLICE("PhyMas";B328;0,8)																																																			
Enduring Fangorn Assault Armour of Protection	182	=CALCSLICE("ArmMCT";B329)	=CALCSLICE("Might";B329;2,4)		=CALCSLICE("Vitality";B329;2,8)		=CALCSLICE("Fate";B329;1)												=CALCSLICE("CritDef";B329;0,2)			=CALCSLICE("Parry";B329;0,6)																																													
Enduring Fangorn Armour of Protection	182	=CALCSLICE("ArmMCT";B330)		=CALCSLICE("Agility";B330;2,4)	=CALCSLICE("Vitality";B330;2,8)		=CALCSLICE("Fate";B330;1)												=CALCSLICE("CritDef";B330;0,2)			=CALCSLICE("Parry";B330;0,6)																																													
Fated Combat Armour of the Deep	176	=CALCSLICE("ArmMCT";B331)		=CALCSLICE("Agility";B331;2,8)	=CALCSLICE("Vitality";B331;2,4)		=CALCSLICE("Fate";B331;1,6)								=CALCSLICE("Finesse";B331;0,2)																																																				
Resilient Combat Armour of the Deep	176	=CALCSLICE("ArmMCT";B332)		=CALCSLICE("Agility";B332;2,8)	=CALCSLICE("Vitality";B332;2,4)		=CALCSLICE("Fate";B332;1)								=CALCSLICE("Finesse";B332;0,2)	=CALCSLICE("PhyMas";B332;0,6)																																																			
Deep-dweller's Chain	176	=CALCSLICE("ArmMCT";B333)		=CALCSLICE("Agility";B333;2,8)	=CALCSLICE("Vitality";B333;2,4)									=CALCSLICE("CritHit";B333;0,8)	=CALCSLICE("Finesse";B333;0,4)	=CALCSLICE("PhyMas";B333;0,6)																																																			
Greater Dextrous Jacket of Finesse	176	=CALCSLICE("ArmMCT";B334)		=CALCSLICE("Agility";B334;2,8)	=CALCSLICE("Vitality";B334;2,4)									=CALCSLICE("CritHit";B334;0,6)	=CALCSLICE("Finesse";B334;1,2)																																																				
Skillful Combat Armour of the Deep	176	=CALCSLICE("ArmMCT";B335)		=CALCSLICE("Agility";B335;2,8)	=CALCSLICE("Vitality";B335;2,4)									=CALCSLICE("CritHit";B335;0,8)	=CALCSLICE("Finesse";B335;0,2)	=CALCSLICE("PhyMas";B335;0,8)																																																			
Steadfast Combat Armour of the Deep	176	=CALCSLICE("ArmMCT";B336)		=CALCSLICE("Agility";B336;2,4)	=CALCSLICE("Vitality";B336;2,8)		=CALCSLICE("Fate";B336;1)												=CALCSLICE("CritDef";B336;0,8)																																																
Watchful Combat Armour of the Deep	176	=CALCSLICE("ArmMCT";B337)		=CALCSLICE("Agility";B337;2,4)	=CALCSLICE("Vitality";B337;2,8)														=CALCSLICE("CritDef";B337;0,2)			=CALCSLICE("Parry";B337;0,8)	=CALCSLICE("Evade";B337;0,8)																																												
Hands																																																																			
Clever Trapper's Gauntlets of the Morannon (4s):	282	=CALCSLICE("ArmMGT";B339)		=CALCSLICE("Agility";B339;0,8)				=CALCSLICE("Morale";B339;0,6)																																																										Hands	Hu
Fearless Soldier's Gauntlets of the Morannon (4s):	282	=CALCSLICE("ArmMGT";B340)		=CALCSLICE("Agility";B340;0,8)				=CALCSLICE("Morale";B340;0,6)																																																										Hands	Wa
Fierce Skin-changer's Gauntlets of the Morannon (4s):	282	=CALCSLICE("ArmMGT";B341)	=CALCSLICE("Might";B341;0,8)					=CALCSLICE("Morale";B341;0,6)																																																										Hands	Be
Hidden Blade's Gauntlets of the Morannon (4s):	282	=CALCSLICE("ArmMGT";B342)		=CALCSLICE("Agility";B342;0,8)				=CALCSLICE("Morale";B342;0,6)																																																										Hands	Bu
Luck-maker's Gauntlets of the Morannon (4s):	282	=CALCSLICE("ArmMGT";B343)		=CALCSLICE("Agility";B343;0,8)				=CALCSLICE("Morale";B343;0,6)																																																										Hands	Bu
Precise Bowmaster's Gauntlets of the Morannon (4s):	282	=CALCSLICE("ArmMGT";B344)		=CALCSLICE("Agility";B344;0,8)				=CALCSLICE("Morale";B344;0,6)																																																										Hands	Hu
Resilient Skin-changer's Gauntlets of the Morannon (4s):	282	=CALCSLICE("ArmMGT";B345)	=CALCSLICE("Might";B345;0,8)					=CALCSLICE("Morale";B345;0,6)																																																										Hands	Be
Shield-splinterer's Gauntlets of the Morannon (4s):	282	=CALCSLICE("ArmMGT";B346)		=CALCSLICE("Agility";B346;0,8)				=CALCSLICE("Morale";B346;0,6)																																																										Hands	Wa
Sure-footed Huntsman's Gauntlets of the Morannon (4s):	282	=CALCSLICE("ArmMGT";B347)		=CALCSLICE("Agility";B347;0,8)				=CALCSLICE("Morale";B347;0,6)																																																										Hands	Hu
Tenacious Skin-changer's Gauntlets of the Morannon (4s):	282	=CALCSLICE("ArmMGT";B348)	=CALCSLICE("Might";B348;0,8)					=CALCSLICE("Morale";B348;0,6)																																																										Hands	Be
Trickster's Gauntlets of the Morannon (4s):	282	=CALCSLICE("ArmMGT";B349)		=CALCSLICE("Agility";B349;0,8)				=CALCSLICE("Morale";B349;0,6)																																																										Hands	Bu
Unshakeable Spearman's Gauntlets of the Morannon (4s):	282	=CALCSLICE("ArmMGT";B350)		=CALCSLICE("Agility";B350;0,8)				=CALCSLICE("Morale";B350;0,6)																																																										Hands	Wa
Supreme Gauntlets of the Clever Trapper (4s):	258	=CALCSLICE("ArmMGT";B351)		=CALCSLICE("Agility";B351;0,8)				=CALCSLICE("Morale";B351;0,6)																																																										Hands	Hu
Supreme Gauntlets of the Fearless Soldier (4s):	258	=CALCSLICE("ArmMGT";B352)		=CALCSLICE("Agility";B352;0,8)				=CALCSLICE("Morale";B352;0,6)																																																										Hands	Wa
Supreme Gauntlets of the Fierce Skin-changer (4s):	258	=CALCSLICE("ArmMGT";B353)	=CALCSLICE("Might";B353;0,8)					=CALCSLICE("Morale";B353;0,6)																																																										Hands	Be
Supreme Gauntlets of the Hidden Blade (4s):	258	=CALCSLICE("ArmMGT";B354)		=CALCSLICE("Agility";B354;0,8)				=CALCSLICE("Morale";B354;0,6)																																																										Hands	Bu
Supreme Gauntlets of the Luck-maker (4s):	258	=CALCSLICE("ArmMGT";B355)		=CALCSLICE("Agility";B355;0,8)				=CALCSLICE("Morale";B355;0,6)																																																										Hands	Bu
Supreme Gauntlets of the Precise Bowmaster (4s):	258	=CALCSLICE("ArmMGT";B356)		=CALCSLICE("Agility";B356;0,8)				=CALCSLICE("Morale";B356;0,6)																																																										Hands	Hu
Supreme Gauntlets of the Resilient Skin-changer (4s):	258	=CALCSLICE("ArmMGT";B357)	=CALCSLICE("Might";B357;0,8)					=CALCSLICE("Morale";B357;0,6)																																																										Hands	Be
Supreme Gauntlets of the Shield-splinterer (4s):	258	=CALCSLICE("ArmMGT";B358)		=CALCSLICE("Agility";B358;0,8)				=CALCSLICE("Morale";B358;0,6)																																																										Hands	Wa
Supreme Gauntlets of the Sure-footed Huntsman (4s):	258	=CALCSLICE("ArmMGT";B359)		=CALCSLICE("Agility";B359;0,8)				=CALCSLICE("Morale";B359;0,6)																																																										Hands	Hu
Supreme Gauntlets of the Tenacious Skin-changer (4s):	258	=CALCSLICE("ArmMGT";B360)	=CALCSLICE("Might";B360;0,8)					=CALCSLICE("Morale";B360;0,6)																																																										Hands	Be
Supreme Gauntlets of the Trickster (4s):	258	=CALCSLICE("ArmMGT";B361)		=CALCSLICE("Agility";B361;0,8)				=CALCSLICE("Morale";B361;0,6)																																																										Hands	Bu
Supreme Gauntlets of the Unshakeable Spear (4s):	258	=CALCSLICE("ArmMGT";B362)		=CALCSLICE("Agility";B362;0,8)				=CALCSLICE("Morale";B362;0,6)																																																										Hands	Wa
Brushed Gloves of the Ithilien Path-finder (4s):	246	=CALCSLICE("ArmMGT";B363)			=CALCSLICE("Vitality";B363;0,8)			=CALCSLICE("Morale";B363;0,6)																																																										Hands	BeBuHuWa
Greater Gauntlets of the Clever Trapper (4s):	234	=CALCSLICE("ArmMGT";B364)		=CALCSLICE("Agility";B364;0,8)				=CALCSLICE("Morale";B364;0,6)																																																										Hands	Hu
Greater Gauntlets of the Fearless Soldier (4s):	234	=CALCSLICE("ArmMGT";B365)		=CALCSLICE("Agility";B365;0,8)				=CALCSLICE("Morale";B365;0,6)																																																										Hands	Wa
Greater Gauntlets of the Fierce Skin-changer (4s):	234	=CALCSLICE("ArmMGT";B366)	=CALCSLICE("Might";B366;0,8)					=CALCSLICE("Morale";B366;0,6)																																																										Hands	Be
Greater Gauntlets of the Hidden Blade (4s):	234	=CALCSLICE("ArmMGT";B367)		=CALCSLICE("Agility";B367;0,8)				=CALCSLICE("Morale";B367;0,6)																																																										Hands	Bu
Greater Gauntlets of the Luck-maker (4s):	234	=CALCSLICE("ArmMGT";B368)		=CALCSLICE("Agility";B368;0,8)				=CALCSLICE("Morale";B368;0,6)																																																										Hands	Bu
Greater Gauntlets of the Precise Bowmaster (4s):	234	=CALCSLICE("ArmMGT";B369)		=CALCSLICE("Agility";B369;0,8)				=CALCSLICE("Morale";B369;0,6)																																																										Hands	Hu
Greater Gauntlets of the Resilient Skin-changer (4s):	234	=CALCSLICE("ArmMGT";B370)	=CALCSLICE("Might";B370;0,8)					=CALCSLICE("Morale";B370;0,6)																																																										Hands	Be
Greater Gauntlets of the Shield-splinterer (4s):	234	=CALCSLICE("ArmMGT";B371)		=CALCSLICE("Agility";B371;0,8)				=CALCSLICE("Morale";B371;0,6)																																																										Hands	Wa
Greater Gauntlets of the Sure-footed Huntsman (4s):	234	=CALCSLICE("ArmMGT";B372)		=CALCSLICE("Agility";B372;0,8)				=CALCSLICE("Morale";B372;0,6)																																																										Hands	Hu
Greater Gauntlets of the Tenacious Skin-changer (4s):	234	=CALCSLICE("ArmMGT";B373)	=CALCSLICE("Might";B373;0,8)					=CALCSLICE("Morale";B373;0,6)																																																										Hands	Be
Greater Gauntlets of the Trickster (4s):	234	=CALCSLICE("ArmMGT";B374)		=CALCSLICE("Agility";B374;0,8)				=CALCSLICE("Morale";B374;0,6)																																																										Hands	Bu
Greater Gauntlets of the Unshakeable Spear (4s):	234	=CALCSLICE("ArmMGT";B375)		=CALCSLICE("Agility";B375;0,8)				=CALCSLICE("Morale";B375;0,6)																																																										Hands	Wa
(1879339484) Gloves of Elder Kings	234	1547		255	298														940			1264	1685																																										
(1879339473) Sleek Finger-less Gloves	234	1547		298	255										3414	562																																																	
Gauntlets of the Clever Trapper (4s):	222	=CALCSLICE("ArmMGT";B376)		=CALCSLICE("Agility";B376;0,8)				=CALCSLICE("Morale";B376;0,6)																																																										Hands	Hu
Gauntlets of the Fearless Soldier (4s):	222	=CALCSLICE("ArmMGT";B377)		=CALCSLICE("Agility";B377;0,8)				=CALCSLICE("Morale";B377;0,6)																																																										Hands	Wa
Gauntlets of the Fierce Skin-changer (4s):	222	=CALCSLICE("ArmMGT";B378)	=CALCSLICE("Might";B378;0,8)					=CALCSLICE("Morale";B378;0,6)																																																										Hands	Be
Gauntlets of the Hidden Blade (4s):	222	=CALCSLICE("ArmMGT";B379)		=CALCSLICE("Agility";B379;0,8)				=CALCSLICE("Morale";B379;0,6)																																																										Hands	Bu
Gauntlets of the Luck-maker (4s):	222	=CALCSLICE("ArmMGT";B380)		=CALCSLICE("Agility";B380;0,8)				=CALCSLICE("Morale";B380;0,6)																																																										Hands	Bu
