	iLvl	Armour	Might	Agility	Vitality	Will	Fate	Morale	Power	ICMR	NCMR	ICPR	NCPR	CritHit	Finesse	PhyMas	TacMas	OutHeal	Resist	CritDef	InHeal	Block	Parry	Evade	PhyMit	TacMit	LoE	Audacity	Hope	Notes	ArmourP	MoraleP	PowerP	MelCritP	RngCritP	TacCritP	HealCritP	MelMagnP	RngMagnP	TacMagnP	HealMagnP	MelDmgP	RngDmgP	TacDmgP	OutHealP	MelIndP	RngIndP	TacIndP	HealIndP	AttDurP	RunSpdP	CritDefP	InHealP	BlockP	ParryP	EvadeP	PblkP	PparP	PevaP	PblkMitP	PparMitP	PevaMitP	MelRedP	RngRedP	TacRedP	PhyMitP	TacMitP	Category	Classes	MinLvl	MaxLvl	CategoryId	QualityId	SlotId	ClassId	EssSlots	SliceTot	SliceChk
Invader's Phial (1s):	300				391	352																		3807			12			1879347192																																						Pocket	LoMiRu	106		49	4	12		1	5,6	
Invader's Polished Choker (2s):	300		391		456											3384											4			1879347242																																						Neck	BeCaChGu	106		49	3	8		2	7	
Invader's Polished Helm (2s):	300	2565	391		456											3384											4			1879347315																																						Head	CaChGu	106		7	3	13		2	7	
Invader's Polished Silver Bracer	300		430		522		313									3384											4			1879347098																																						Wrists	BeCaChGu	101		49	3	2			7	
Invader's Polished Torc (2s):	300		391		456										5128												4			1879347182																																						Neck	BeCaChGu	106		49	3	8		2	7	
Invader's Powerful Bow	300		430		522		195									5414											4			1879352397																																						Ranged	BeChGu	101		1	3	23			7	
Invader's Powerful Greatbow	300		430		522									1692	8204												4			1879352355																																						Ranged	BeChGu	101		1	3	23			7	
Invader's Powerful Lance	300		430		522										8204	3384											4			1879352374																																						Melee	BeCaChGu	101		46	3	18			7	
Invader's Powerful Spear	300		430		522										8204	3384											4			1879352364																																						Melee	BeCaChGu	101		46	3	18			7	
Invader's Proud Emblem (1s):	300		391		456										6153												14			1879347255																																						Pocket	BeCaChGu	106		49	2	12		1	6,2	
Invader's Proud Targe	300	4680	352		391									1692		2030				3396		5711								1879347425																																						Shield	Ca	101		33	2	6			6,9	
Invader's Quick Gages (1s):	300	3848		391	456		234								4102												4			1879347355																																						Hands	BuHuWa	106		5	3	3		1	7	
Invader's Quick Gold Bracelet	300			430	522									1692	8204												4			1879347127																																						Wrists	BuHuWa	101		49	3	2			7	
Invader's Quick Spear	300			391	456										6153	3384											4			1879352379																																						Melee	HuWa	101		46	2	18			6,2	
Invader's Reinforced Chestplate (1s):	307	9234	446		520										7015												4			1879347357																																						Chest	CaChGu	109		3	2	13		1	6,2	
Invader's Reinforced Coif (2s):	300	2309		391	456											3384											4			1879347373																																						Head	BuHuWa	106		7	3	3		2	7	
Invader's Reinforced Coif (2s):	300	2309	391		456											3384											4			1879347301																																						Head	Be	106		7	3	3		2	7	
Invader's Reinforced Hauberk (2s):	300	7695		391	456										5128												4			1879347358																																						Chest	BuHuWa	106		3	3	3		2	7	
Invader's Reinforced Shield	300	7740		352	456									1692		3384				6792		6853								1879347424																																						Shield	Wa	101		33	3	55			8,6	
Invader's Reinforced Wall Shield	300	17100	274		522									1692		2707				8490		9137								1879347429																																						Shield	Gu	101		33	3	17			9,2	
Invader's Rhodalite Silver Earring	300			430	522		195									5414											4			1879347162																																						Ears	BuHuWa	101		49	3	5			7	
Invader's Rhodalite Silver Stud	300		430		522		195									5414											4			1879347251																																						Ears	BeCaChGu	101		49	3	5			7	
Invader's Rivetted Camail (2s):	300	2309		391	456											3384											4			1879347391																																						Shoulders	BuHuWa	106		6	3	3		2	7	
Invader's Rivetted Camail (2s):	300	2309	391		456											3384											4			1879347353																																						Shoulders	Be	106		6	3	3		2	7	
Invader's Rugged Shoes (1s):	300	2736			456	391	156							2030													4			1879347400																																						Feet	LoMiRu	106		23	3	0		1	7	
Invader's Runed Gloves (1s):	300	3420			456	391	234																			3046	4			1879347379																																						Hands	LoMiRu	106		5	3	0		1	7	
Invader's Runed Jade Ring	300				522	430	195							2707													4			1879347193																																						Fingers	LoMiRu	101		49	3	11			7	
Invader's Sabatons	302	3276	366		407		162							2112													2			1879346703																																						Feet	CaChGu	102		23	4	13			5,6	
Invader's Serrated Sword	300		430		522									1692	8204												4			1879352253																									1,0%													Melee	CaChGu	101		44	3	14			7	
Invader's Sharp Dagger	300		430		522		313							1692													4			1879352370																																						Melee	BeCaChGu	101		10	3	15			7	
Invader's Sharp Falchion	300		430		522									1692	8204												4			1879352309																									1,0%													Melee	CaChGu	101		44	3	14			7	
Invader's Sharp Skean	300		430		522		313							1692													4			1879352295																																						Melee	BeCaChGu	101		10	3	15			7	
Invader's Sharp Stilleto	300			430	522		313							1692													4			1879352327																																						Melee	BuHuWa	101		10	3	15			7	
Invader's Sharp Sword	300			430	522									1692	8204												4			1879352350																									1,0%													Melee	BuHuWa	101		44	3	14			7	
Invader's Shield	300	7200		352	391									1692						6792		5711								1879347082																																						Shield	Wa	101		33	4	55			7,1	
Invader's Shoes	302	2620			407	366	162							2112													2			1879346699																																						Feet	LoMiRu	102		23	4	0			5,6	
Invader's Silk Cloak	304	3402		380	422									2193	4430												2			1879346701																																						Back	BuHuWa	103		45	4	0			5,6	
Invader's Silver Armlet	309				461	415	277							1597													2			1879347226																																						Wrists	LoMiRu	105		49	4	2			5,6	
Invader's Silver Bracelet	309			415	461		277							1597													2			1879347201																																						Wrists	BuHuWa	105		49	4	2			5,6	
Invader's Silver Bracer	309		415		461		277							1597													2			1879346802																																						Wrists	BeCaChGu	105		49	4	2			5,6	
Invader's Silver Ear Cuff	307				446	401											4345									3473	2			1879347188																																						Ears	LoMiRu	104		49	4	5			5,6	
Invader's Silver Earring	307			401	446										4677	4345											2			1879347236																																						Ears	BuHuWa	104		49	4	5			5,6	
Invader's Silver Ring	309			415	461										4841	4426											2			1879347107																																						Fingers	BuHuWa	105		49	4	11			5,6	
Invader's Silver Stud	307		401		446										4677	4345											2			1879346800																																						Ears	BeCaChGu	104		49	4	5			5,6	
Invader's Skean	300		352		391		234							1354													2			1879352273																																						Melee	BeCaChGu	101		10	4	15			5,6	
Invader's Spear	300			352	391										6153	2707											2			1879352396																																						Melee	HuWa	101		46	4	18			5,6	
Invader's Spear	300		352		391										6153	2707											2			1879352373																																						Melee	BeCaChGu	101		46	4	18			5,6	
Invader's Steel Bracelet	304		380		422										6646	2815											2			1879347153																																						Wrists	BeCaChGu	103		49	4	2			5,6	
Invader's Steel Earring	302		366		407		162							2112													2			1879347115																																						Ears	BeCaChGu	102		49	4	5			5,6	
Invader's Steel Heavy Mace	300		430		522										5128	5414											4			1879352315																																						Melee	CaChGu	101		30	3	20			7	
Invader's Steel Mace	300		430		522										5128	5414											4			1879352307																																						Melee	CaChGu	101		30	3	20			7	
Invader's Steel Ring	300		352		391		156							2030													2			1879346798																																						Fingers	BeCaChGu	101		49	4	11			5,6	
Invader's Stilleto	300			352	391		234							1354													2			1879352325																																						Melee	BuHuWa	101		10	4	15			5,6	
Invader's Stout Hammer	300			391	456									2030	5128												4			1879352378																																						Melee	HuWa	101		24	2	4			6,2	
Invader's Stout Lance	300		391		456										6153	3384											4			1879352368																																						Melee	BeCaChGu	101		46	2	18			6,2	
Invader's Stout Mallet	300		391		456									2030	5128												4			1879352318																																						Melee	CaChGu	101		24	2	4			6,2	
Invader's Stout Shield	300	7380		352	391									1692		2030				6792		5711								1879347430																																						Shield	Wa	101		33	2	55			7,7	
Invader's Stout Spear	300		391		456										6153	3384											4			1879352372																																						Melee	BeCaChGu	101		46	2	18			6,2	
Invader's Stout Wall Shield	300	14400	274		456									1015		2707				8490		7995								1879347423																																						Shield	Gu	101		33	2	17			8,3	
Invader's Stout War Hammer	300		391		456									2030	5128												4			1879352265																																						Melee	CaChGu	101		24	2	4			6,2	
Invader's Strong Gages	300	3645	391		456		274								4102												4			1879347333																																						Hands	Be	101		5	2	3			6,2	
Invader's Strong Gauntlets	300	4050	391		456		234								5128												4			1879347317																																						Hands	CaChGu	101		5	2	13			6,2	
Invader's Strong Steel Bracelet	300		391		456		156								7179												4			1879347180																																						Wrists	BeCaChGu	101		49	2	2			6,2	
Invader's Studded Gold Bracer	300		391		456									1692	6153												4			1879347155																																						Wrists	BeCaChGu	101		49	2	2			6,2	
Invader's Stylish Pendant (1s):	300			391	456										6153												4			1879347196																																						Neck	BuHuWa	106		49	2	8		1	6,2	
Invader's Superior Shoes	300	2592			456	391	156							2369													4			1879347328																																						Feet	LoMiRu	101		23	2	0			6,2	
Invader's Supple Gloves	300	3240			456	391	274																			3046	4			1879347370																																						Hands	LoMiRu	101		5	2	0			6,2	
Invader's Swift Bow	300			430	522		195									5414											4			1879352344																																						Ranged	Hu	101		1	3	23			7	
Invader's Swift Silver Bracelet	300			430	522		313									3384											4			1879347109																																						Wrists	BuHuWa	101		49	3	2			7	
Invader's Sword	300			352	391									1354	6153												2			1879352367																									1,0%													Melee	BuHuWa	101		44	4	14			5,6	
Invader's Sword	300		352		391									1354	6153												2			1879352263																									1,0%													Melee	CaChGu	101		44	4	14			5,6	
Invader's Targe	300	4320	352		391									1692						3396		5711								1879347079																																						Shield	Ca	101		33	4	6			6,3	
Invader's Taut Bow	300		391		456		195									4061											4			1879352308																																						Ranged	BeChGu	101		1	2	23			6,2	
Invader's Taut Greatbow	300		391		456									1692	6153												4			1879352345																																						Ranged	BeChGu	101		1	2	23			6,2	
Invader's Thick Sabatons	300	3240	391		456		195							2030													4			1879347305																																						Feet	CaChGu	101		23	2	13			6,2	
Invader's Timeworn Brooch (2s):	300		391		456										5128												14			1879347099																																						Pocket	BeCaChGu	106		49	3	12		2	7	
Invader's Topaz Gold Ear Cuff	300				456	391								2369			2707										4			1879347117																																						Ears	LoMiRu	101		49	2	5			6,2	
Invader's Topaz Gold Ring	300			391	456									2369	4102												4			1879347203																																						Fingers	BuHuWa	101		49	2	11			6,2	
Invader's Topaz Steel Earring	300		391		456									2369		2707											4			1879347141																																						Ears	BeCaChGu	101		49	2	5			6,2	
Invader's Topaz Steel Ring	300		391		456									2030	5128												4			1879347152																																						Fingers	BeCaChGu	101		49	2	11			6,2	
Invader's Torc (1s):	304		380		422										5538												2			1879346803																																						Neck	BeCaChGu	108		49	4	8		1	5,6	
Invader's Tough Boots	300	2916	391		456		156							2369													4			1879347341																																						Feet	Be	101		23	2	3			6,2	
Invader's Tough Greaves	304	7290	422		493		253							1827													4			1879347325																																						Legs	CaChGu	103		15	2	13			6,2	
Invader's Tough Iron Bracelet	300		391		456		274								4102												4			1879347120																																						Wrists	BeCaChGu	101		49	2	2			6,2	
Invader's Tourmaline Silver Earring	300			391	456		156									4738											4			1879347121																																						Ears	BuHuWa	101		49	2	5			6,2	
Invader's Tourmaline Silver Stud	300		391		456		195									4061											4			1879347130																																						Ears	BeCaChGu	101		49	2	5			6,2	
Invader's Trousers	300	6570			391	352								1354										4568			2			1879346712																																						Legs	LoMiRu	101		15	4	0			5,6	
Invader's Twined Silver Armlet	300				522	430	313							1692													4			1879347205																																						Wrists	LoMiRu	101		49	3	2			7	
Invader's Valiant Targe	300	5040	352		456									1692		3384				3396		6853								1879347435																																						Shield	Ca	101		33	3	6			7,8	
Invader's Vest	300	6300			391	352	234							1354													2			1879346715																																						Chest	LoMiRu	101		3	4	0			5,6	
Invader's Wall Shield	300	13500	274		456											2707				8490		7995								1879347084																																						Shield	Gu	101		33	4	17			7,7	
Invader's War Hammer	300		352		391									2030	4102												2			1879352354																																						Melee	CaChGu	101		24	4	4			5,6	
Invader's Weighted Bludgeon	300		391		456		195									4061											4			1879352291																																						Melee	BeCaChGu	101		40	2	10			6,2	
Invader's Weighted Club	300		391		456									1692	6153												4			1879352349																																						Melee	BeCaChGu	101		40	2	10			6,2	
Invader's Wool Cloak	304	3402	380		422									2193	4430												2			1879346707																																						Back	BeCaChGu	103		45	4	0			5,6	
Invader's Woven Heavy Cloak	300	3240	391		456									2030		3384											4			1879347360																																						Back	BeCaChGu	101		45	2	0			6,2	
Invader's Woven Light Cloak	300	3240			456	391								2369			2707										4			1879347312																																						Back	LoMiRu	101		45	2	0			6,2	
Invader's Woven Silk Cloak	300	3240		391	456									2369		2707											4			1879347365																																						Back	BuHuWa	101		45	2	0			6,2	
Invader's Woven Silver Armlet	300				456	391	274							1354													4			1879347209																																						Wrists	LoMiRu	101		49	2	2			6,2	
Invader's Woven Vest (2s):	300	6840			456	391	195																				4			1879347385																																						Chest	LoMiRu	106		3	3	0		2	7	
Invader's Woven Wool Cloak	300	3240	391		456									2369		2707											4			1879347343																																						Back	BeCaChGu	101		45	2	0			6,2	
Iron Bracelet of the Ancients	300		352		391		234							1354													8			1879358414																																						Wrists	BeCaChGu	106		49	4	2			5,6	
Iron Bracelet of the Fallen Kings	300		352		456														2565					3046			8			1879358431																																						Wrists	BeCaChGu	106		49	4	2			5,6	
Iron Bracelet of the Last Alliance	326		535		694														3899					4629			8			1879348162																																						Wrists	BeCaChGu	112		49	4	2			5,6	
Iron Bracelet of the Towers	326		535		595		357							2057													8			1879348095																																						Wrists	BeCaChGu	112		49	4	2			5,6	
Iron Earring of the Ancients	300		352		391										4102	4061											8			1879358446																																						Ears	BeCaChGu	106		49	4	5			5,6	
Iron Earring of the Fallen Kings	300		352		456		156													4245							8			1879358421																																						Ears	BeCaChGu	106		49	4	5			5,6	
Iron Earring of the Last Alliance	326		535		694		238													6452							8			1879348098																																						Ears	BeCaChGu	112		49	4	5			5,6	
Iron Earring of the Towers	326		535		595										6235	5117											8			1879348101																																						Ears	BeCaChGu	112		49	4	5			5,6	
Iron Heavy Mace of Expedition's Vanguard	330		626		730										8204	5279											4			1879352664																																						Melee	CaChGu	115		30	2	20			6,2	
Iron Heavy Mace of Mordor's Bane	330		563		939															6792						6092	4			1879352470																																						Melee	CaChGu	115		30	2	20			6,2	
Iron Heavy Mace of the Alliance Renewed	326		535		892															6452						5788	4			1879354095																																						Melee	CaChGu	115		30	2	20			6,2	
Iron Heavy Mace of the Doomfold	326		595		694										7794	5117											4			1879354106																																						Melee	CaChGu	115		30	2	20			6,2	
Iron Heavy Mace of the Last Alliance	326		535		892															6452						5788	4			1879352670																																						Melee	CaChGu	106		30	2	20			6,2	
Iron Heavy Mace of the Pathfinder's Artifice	333		649		758										8512	5401											4			1879360501																																						Melee	CaChGu	115		30	2	20			6,2	
Iron Heavy Mace of the Towers	326		595		694										7794	5117											4			1879352768																																						Melee	CaChGu	106		30	2	20			6,2	
Iron Heavy Mace of the Vanguard's Bearing	333		584		974															7047						6321	4			1879360401																																						Melee	CaChGu	115		30	2	20			6,2	
Iron Mace of Expedition's Vanguard	330		626		730										8204	5279											4			1879352641																																						Melee	CaChGu	115		30	2	20			6,2	
Iron Mace of Mordor's Bane	330		626		939															6792						4874	4			1879352756																																						Melee	CaChGu	115		30	2	20			6,2	
Iron Mace of the Last Alliance	326		595		892															6452						4630	4			1879352571																																						Melee	CaChGu	106		30	2	20			6,2	
Iron Mace of the Towers	326		595		694										7794	5117											4			1879352514																																						Melee	CaChGu	106		30	2	20			6,2	
Iswa (1s):	330				835	626	250							3249			3519										12			1879361964																																						Fingers	LoMiRu	115		49	1	11		1	8	
Jacket of Osgiliath's Fury	315	8892				1017	254							2200	6666															1879357326																																						Chest	Lo			3	3	0	512		7	
Jacket of the Osgiliath Animal-friend	315	8892				1017	254							2200			3892													1879357268																																						Chest	Lo			3	3	0	512		7	
Jacket of the Osgiliath Berserker	315	11115	1017				254							4399																1879357365																																						Chest	Ch			3	3	13	16		7	
Jacket of the Osgiliath Blade	315	11115	1017				254							2200												4950				1879357302																																						Chest	Gu			3	3	13	128		7	
Jacket of the Osgiliath Bowmaster	315	10003		1017			254							2200	6666															1879357322																																						Chest	Hu			3	3	3	256		7	
Jacket of the Osgiliath Champion	315	11115	356		1526																		9898							1879357286																																						Chest	Ch			3	3	13	16		7	
Jacket of the Osgiliath Charge	315	11115	1017				254							2200	6666															1879357412																																						Chest	Ca			3	3	13	8		7	
Jacket of the Osgiliath Claw	315	10003	1017		424									2200	6666															1879357315																																						Chest	Be			3	3	3	1		7	
Jacket of the Osgiliath Cleanser	315	8892				1017	254										7783													1879357336																																						Chest	Ru			3	3	0	8192		7	
Jacket of the Osgiliath Defender	315	11115	356		1526										6666								4949							1879357391																																						Chest	Gu			3	3	13	128		7	
Jacket of the Osgiliath Fist	315	10003		1017	424											7783														1879357299																																						Chest	Wa			3	3	3	131072		7	
Jacket of the Osgiliath Gambler	315	10003		1017	424										6666	3892														1879357291																																						Chest	Bu			3	3	3	4		7	
Jacket of the Osgiliath Healer	315	11115	1017				254							2200	6666															1879357323																																						Chest	Ca			3	3	13	8		7	
Jacket of the Osgiliath Hide	315	10003	356		1526										6666								4949							1879357340																																						Chest	Be			3	3	3	1		7	
Jacket of the Osgiliath Huntsman	315	10003		1017	424									2200		3892														1879357348																																						Chest	Hu			3	3	3	256		7	
Jacket of the Osgiliath Knife	315	10003		1017			254	1682						2200																1879357418																																						Chest	Bu			3	3	3	4		7	
Jacket of the Osgiliath Leader	315	11115	356		1526										6666								4949							1879357350																																						Chest	Ca			3	3	13	8		7	
Jacket of the Osgiliath Mischief-maker	315	10003		1017	424		254	1682																						1879357397																																						Chest	Bu			3	3	3	4		7	
Jacket of the Osgiliath Peace-caller	315	8892				1017	508										3892													1879357258																																						Chest	Ru			3	3	0	8192		7	
Jacket of the Osgiliath Roar	315	10003	1017		593		152										3892													1879357260																																						Chest	Be			3	3	3	1		7	
Jacket of the Osgiliath Shadow-fighter	315	11115	356		1526																		9898							1879357434																																						Chest	Gu			3	3	13	128		7	
Jacket of the Osgiliath Shield	315	10003		356	1526																		4949			4950				1879357387																																						Chest	Wa			3	3	3	131072		7	
Jacket of the Osgiliath Skald	315	8892				1017	254							2200	6666															1879357375																																						Chest	Mi			3	3	0	1024		7	
Jacket of the Osgiliath Song-protector	315	8892				1017	508								6666															1879357295																																						Chest	Mi			3	3	0	1024		7	
Jacket of the Osgiliath Spear	315	10003		1017			254							2200	6666															1879357363																																						Chest	Wa			3	3	3	131072		7	
Jacket of the Osgiliath Storm	315	11115	1017		424											7783														1879357301																																						Chest	Ch			3	3	13	16		7	
Jacket of the Osgiliath Thunder-caller	315	8892				1017	254							2200	6666															1879357378																																						Chest	Ru			3	3	0	8192		7	
Jacket of the Osgiliath Trapper	315	10003		1017	424		254	1682																						1879357266																																						Chest	Hu			3	3	3	256		7	
Jacket of the Osgiliath Watcher	315	8892				1017	508										3892													1879357310																																						Chest	Mi			3	3	0	1024		7	
Jacket of the Stalwart (2s):	326	12996														4264				6452					8103			4		1879359769																																						Chest	CaChGu	115		3	3	13		2	7	
Jacket of the Swift (2s):	326	11696														4264				6452					8103			4		1879359767																																						Chest	BeBuHuWa	115		3	3	3		2	7	
Jade Ring of the Ancients	300				391	352	156							2030													8			1879358443																																						Fingers	LoMiRu	106		49	4	11			5,6	
Jade Ring of the Fallen Kings	300				391	352	156							2030													8			1879358426																																						Fingers	LoMiRu	106		49	4	11			5,6	
Jade Ring of the Last Alliance	326				595	535	238							3086													8			1879348087																																						Fingers	LoMiRu	112		49	4	11			5,6	
Jade Ring of the Towers	326				595	535	238							3086													8			1879348106																																						Fingers	LoMiRu	112		49	4	11			5,6	
Jet Granite Ring of Mordor's Bane	330		626		1148		313													8150							14			1879362236																																						Fingers	BeCaChGu	115		49	3	11			7	
Jet Granite Ring of T3 DPS	345		818		991										9743	7851											20			1879347679																																						Fingers	BeCaChGu	115		49	3	11			7	
Jet Granite Ring of T3 SUPPORT	345		743		1363		371													9679							20			1879347686																																						Fingers	BeCaChGu	115		49	3	11			7	
Jet Granite Ring of the Abyss	337		681		1248		340													8864							18			1879349872																																						Fingers	BeCaChGu	115		49	3	11			7	
Jet Granite Ring of the Ancients	300		430		522										5128	5414											10			1879358155																																						Fingers	BeCaChGu	106		49	3	11			7	
Jet Granite Ring of the Expedition's Vanguard	330		689		835										8204	7039											14			1879362221																																						Fingers	BeCaChGu	115		49	3	11			7	
Jet Granite Ring of the Fallen Kings	300		391		717		195													5094							10			1879358128																																						Fingers	BeCaChGu	106		49	3	11			7	
Jet Granite Ring of the Last Alliance	326		595		1090		297													7743							10			1879348117																																						Fingers	BeCaChGu	112		49	3	11			7	
Jet Granite Ring of the Towers	326		654		793										7794	6822											10			1879348124																																						Fingers	BeCaChGu	112		49	3	11			7	
Jet Granite Ring of the Wyrm	337		749		908										8922	7418											18			1879349481																																						Fingers	BeCaChGu	115		49	3	11			7	
Juggernaut's Boots (4s):	222	1201		80				391																						1879357523																																						Feet	Wa	105		23	3	3	131072	4	7	
Juggernaut's Gauntlets (4s):	222	1501		80				391																						1879357458																																						Hands	Wa	105		5	3	3	131072	4	7	
Juggernaut's Helm (4s):	222	901		80				391																						1879357529																																						Head	Wa	105		7	3	3	131072	4	7	
Juggernaut's Jacket (4s):	222	3002		80				391																						1879357452																																						Chest	Wa	105		3	3	3	131072	4	7	
Juggernaut's Leggings (4s):	222	2496		80				391																						1879357511																																						Legs	Wa	105		15	3	3	131072	4	7	
Juggernaut's Shoulders (4s):	222	901		80				391																						1879357553																																						Shoulders	Wa	105		6	3	3	131072	4	7	
Keen Dagger of Expedition's Vanguard	330		626		730		375							2707													4			1879352551																																						Melee	BeCaChGu	115		10	2	15			6,2	
Keen Dagger of Mordor's Bane	330		626		939														4104					4873			4			1879352730																																						Melee	BeCaChGu	115		10	2	15			6,2	
Keen Dagger of the Last Alliance	326		595		892														3899					4629			4			1879352577																																						Melee	BeCaChGu	106		10	2	15			6,2	
Keen Dagger of the Towers	326		595		694		357							2572													4			1879352629																																						Melee	BeCaChGu	106		10	2	15			6,2	
Keen Falchion of Expedition's Vanguard	330		626		730									2707	9845												4			1879352651																									1,0%													Melee	CaChGu	115		44	2	14			6,2	
Keen Falchion of Mordor's Bane	330		563		939															6792			6091				4			1879352545																									1,0%													Melee	CaChGu	115		44	2	14			6,2	
Keen Falchion of the Alliance Renewed	326		535		892															6452			5787				4			1879354101																									1,0%													Melee	CaChGu	115		44	2	14			6,2	
Keen Falchion of the Doomfold	326		595		694									2572	9353												4			1879354109																									1,0%													Melee	CaChGu	115		44	2	14			6,2	
Keen Falchion of the Last Alliance	326		535		892															6452			5787				4			1879352504																									1,0%													Melee	CaChGu	106		44	2	14			6,2	
Keen Falchion of the Pathfinder's Artifice	333		649		758									2809	10214												4			1879360517																									1,0%													Melee	CaChGu	115		44	2	14			6,2	
Keen Falchion of the Towers	326		595		694									2572	9353												4			1879352675																									1,0%													Melee	CaChGu	106		44	2	14			6,2	
Keen Falchion of the Vanguard's Bearing	333		584		974															7047			6320				4			1879360480																									1,0%													Melee	CaChGu	115		44	2	14			6,2	
Keen Skean of Expedition's Vanguard	330		626		730		375							2707													4			1879352505																																						Melee	BeCaChGu	115		10	2	15			6,2	
Keen Skean of Mordor's Bane	330		563		939														4104					6091			4			1879352582																																						Melee	BeCaChGu	115		10	2	15			6,2	
Keen Skean of the Alliance Renewed	326		535		892														3899					5787			4			1879354108																																						Melee	BeCaChGu	115		10	2	15			6,2	
Keen Skean of the Doomfold	326		595		694		357							2572													4			1879354097																																						Melee	BeCaChGu	115		10	2	15			6,2	
Keen Skean of the Last Alliance	326		535		892														3899					5787			4			1879352784																																						Melee	BeCaChGu	106		10	2	15			6,2	
Keen Skean of the Pathfinder's Artifice	333		649		758		389							2809													4			1879360456																																						Melee	BeCaChGu	115		10	2	15			6,2	
Keen Skean of the Towers	326		595		694		357							2572													4			1879352414																																						Melee	BeCaChGu	106		10	2	15			6,2	
Keen Skean of the Vanguard's Bearing	333		584		974														4258					6320			4			1879360529																																						Melee	BeCaChGu	115		10	2	15			6,2	
Keen Stilleto of Expedition's Vanguard	330			626	730		375							2707													4			1879352707																																						Melee	BuHuWa	115		10	2	15			6,2	
Keen Stilleto of Mordor's Bane	330			626	835														4104					6091			4			1879352589																																						Melee	BuHuWa	115		10	2	15			6,2	
Keen Stilleto of the Alliance Renewed	326			595	793														3899					5787			4			1879354096																																						Melee	BuHuWa	115		10	2	15			6,2	
Keen Stilleto of the Doomfold	326			595	694		357							2572													4			1879354107																																						Melee	BuHuWa	115		10	2	15			6,2	
Keen Stilleto of the Last Alliance	326			595	793														3899					5787			4			1879352779																																						Melee	BuHuWa	106		10	2	15			6,2	
Keen Stilleto of the Pathfinder's Artifice	333			649	758		389							2809													4			1879360492																																						Melee	BuHuWa	115		10	2	15			6,2	
Keen Stilleto of the Towers	326			595	694		357							2572													4			1879352658																																						Melee	BuHuWa	106		10	2	15			6,2	
Keen Stilleto of the Vanguard's Bearing	333			649	866														4258					6320			4			1879360476																																						Melee	BuHuWa	115		10	2	15			6,2	
Keen Sword of Expedition's Vanguard	330			626	730									2707	9845												4			1879352663																									1,0%													Melee	BuHuWa	115		44	2	14			6,2	
Keen Sword of Mordor's Bane	330			626	835														4104	6792							4			1879352474																									1,0%													Melee	BuHuWa	115		44	2	14			6,2	
Keen Sword of the Alliance Renewed	326			595	793														3899	6452							4			1879354098																									1,0%													Melee	BuHuWa	115		44	2	14			6,2	
Keen Sword of the Doomfold	326			595	694									2572	9353												4			1879354099																									1,0%													Melee	BuHuWa	115		44	2	14			6,2	
Keen Sword of the Last Alliance	326			595	793														3899	6452							4			1879352555																									1,0%													Melee	BuHuWa	106		44	2	14			6,2	
Keen Sword of the Towers	326			595	694									2572	9353												4			1879352764																									1,0%													Melee	BuHuWa	106		44	2	14			6,2	
Keen Sword of the Vanguard's Bearing	333			649	866														4258	7047							4			1879360460																									1,0%													Melee	BuHuWa	115		44	2	14			6,2	
Key of the Forgotten (1s):	300				391	352																		3807			12			1879354497																																						Pocket	LoMiRu	105		49	4	12		1	5,6	
Lance of the Last Alliance	326		476		793																		5787	4629			2			1879352725																																						Melee	BeCaChGu	106		46	4	18			5,6	
Lance of the Towers	326		535		595										9353	3411											2			1879352623																																						Melee	BeCaChGu	106		46	4	18			5,6	
Lapis Iron Ear Cuff of the Faded Age	323		514		571										5989	4995											8			1879356903																																						Ears	BeCaChGu	115		49	4	5			5,6	
Lapis Iron Ear Cuff of the Old Kingdom	323		514		666		228													6198							8			1879356882																																						Ears	BeCaChGu	115		49	4	5			5,6	
Lapis Iron Earring of Mordor's Bane	330		626		939		250													6792							12			1879361874																																						Ears	BeCaChGu	115		49	2	5			6,2	
Lapis Iron Earring of T3 DPS	345		743		867									2572		6870											18			1879347672																																						Ears	BeCaChGu	115		49	2	5			6,2	
Lapis Iron Earring of T3 SUPPORT	345		743		1115		297													8066							18			1879347724																																						Ears	BeCaChGu	115		49	2	5			6,2	
Lapis Iron Earring of the Abyss	337		681		1021		272													7386							16			1879349840																																						Ears	BeCaChGu	115		49	2	5			6,2	
Lapis Iron Earring of the Ancients	300		391		456									1354		4738											10			1879358124																																						Ears	BeCaChGu	106		49	2	5			6,2	
Lapis Iron Earring of the Expedition's Vanguard	330		626		730									2166		6159											12			1879361808																																						Ears	BeCaChGu	115		49	2	5			6,2	
Lapis Iron Earring of the Fallen Kings	300		391		587		156													4245							10			1879358140																																						Ears	BeCaChGu	106		49	2	5			6,2	
Lapis Iron Earring of the Last Alliance	326		595		892		238													6452							10			1879348066																																						Ears	BeCaChGu	112		49	2	5			6,2	
Lapis Iron Earring of the Towers	326		595		694									2057		5969											10			1879348040																																						Ears	BeCaChGu	112		49	2	5			6,2	
Lapis Iron Earring of the Wyrm	337		681		794									2355		6491											16			1879349768																																						Ears	BeCaChGu	115		49	2	5			6,2	
Lapis Mithril Band of the Alliance Renewed	323		514		857															6198						5559	10			1879354004																																						Fingers	BeCaChGu	115		49	2	11			6,2	
Lapis Mithril Band of the Doomfold	323		571		666		285									4995											10			1879354060																																						Fingers	BeCaChGu	115		49	2	11			6,2	
