	iLvl	Armour	Might	Agility	Vitality	Will	Fate	Morale	Power	ICMR	NCMR	ICPR	NCPR	CritHit	Finesse	PhyMas	TacMas	Resist	CritDef	InHeal	Block	Parry	Evade	PhyMit	TacMit	Audacity	Hope	Notes	ArmourP	MoraleP	PowerP	MelCritP	RngCritP	TacCritP	HealCritP	MelMagnP	RngMagnP	TacMagnP	HealMagnP	MelDmgP	RngDmgP	TacDmgP	OutHealP	MelIndP	RngIndP	TacIndP	HealIndP	AttDurP	RunSpdP	CritDefP	InHealP	BlockP	ParryP	EvadeP	PblkP	PparP	PevaP	PblkMitP	PparMitP	PevaMitP	MelRedP	RngRedP	TacRedP	PhyMitP	TacMitP	Category	Classes
Potent Fangorn Armour of Defence	182	=CALCSLICE("ArmHCT";B257)	=CALCSLICE("Might";B257;2,4)		=CALCSLICE("Vitality";B257;2,8)		=CALCSLICE("Fate";B257;1)												=CALCSLICE("CritDef";B257;0,2)			=CALCSLICE("Parry";B257;0,6)																																													
Breastplate of the Turned Tide	176	=CALCSLICE("ArmHCT";B258)	=CALCSLICE("Might";B258;2,4)		=CALCSLICE("Vitality";B258;2,8)																	=CALCSLICE("Parry";B258;1)	=CALCSLICE("Evade";B258;0,8)																																												
Valiant War Armour of the Deep	176	=CALCSLICE("ArmHCT";B259)	=CALCSLICE("Might";B259;2,8)		=CALCSLICE("Vitality";B259;2,4)		=CALCSLICE("Fate";B259;1,6)								=CALCSLICE("Finesse";B259;0,2)																																																				
Forceful War Armour of the Deep	176	=CALCSLICE("ArmHCT";B260)	=CALCSLICE("Might";B260;2,8)		=CALCSLICE("Vitality";B260;2,4)		=CALCSLICE("Fate";B260;1)								=CALCSLICE("Finesse";B260;0,2)	=CALCSLICE("PhyMas";B260;0,6)																																																			
Commanding War Armour of the Deep	176	=CALCSLICE("ArmHCT";B261)	=CALCSLICE("Might";B261;2,8)		=CALCSLICE("Vitality";B261;2,4)									=CALCSLICE("CritHit";B261;0,8)	=CALCSLICE("Finesse";B261;0,2)	=CALCSLICE("PhyMas";B261;0,8)																																																			
Greater Valourous Breastplate of Finesse	176	=CALCSLICE("ArmHCT";B262)	=CALCSLICE("Might";B262;2,8)		=CALCSLICE("Vitality";B262;2,4)									=CALCSLICE("CritHit";B262;0,6)	=CALCSLICE("Finesse";B262;1,2)																																																				
Defensive War Armour of the Deep	176	=CALCSLICE("ArmHCT";B263)	=CALCSLICE("Might";B263;2,4)		=CALCSLICE("Vitality";B263;2,8)		=CALCSLICE("Fate";B263;1)												=CALCSLICE("CritDef";B263;0,8)																																																
Greater Enduring Breastplate of Evasion	176	=CALCSLICE("ArmHCT";B264)	=CALCSLICE("Might";B264;2,4)		=CALCSLICE("Vitality";B264;2,8)																	=CALCSLICE("Parry";B264;0,6)	=CALCSLICE("Evade";B264;1,2)																																												
Stalwart War Armour of the Deep	176	=CALCSLICE("ArmHCT";B265)	=CALCSLICE("Might";B265;2,4)		=CALCSLICE("Vitality";B265;2,8)														=CALCSLICE("CritDef";B265;0,2)			=CALCSLICE("Parry";B265;0,8)	=CALCSLICE("Evade";B265;0,8)																																												
Breastplate of the Rider	176	=CALCSLICE("ArmHCP";B266)	=CALCSLICE("Might";B266;2,4)		=CALCSLICE("Vitality";B266;2)									=CALCSLICE("CritHit";B266;0,6)	=CALCSLICE("Finesse";B266;1)																																																				
Hands																																																																			
Honed Blade's Gauntlets of the Morannon (4s):	282	=CALCSLICE("ArmHGT";B268)	=CALCSLICE("Might";B268;0,8)					=CALCSLICE("Morale";B268;0,6)																																																										Hands	Gu
Martial Defender's Gauntlets of the Morannon (4s):	282	=CALCSLICE("ArmHGT";B269)	=CALCSLICE("Might";B269;0,8)					=CALCSLICE("Morale";B269;0,6)																																																										Hands	Ch
Resolute Leader's Gauntlets of the Morannon (4s):	282	=CALCSLICE("ArmHGT";B270)	=CALCSLICE("Might";B270;0,8)					=CALCSLICE("Morale";B270;0,6)																																																										Hands	Ca
Shadow-bane's Gauntlets of the Morannon (4s):	282	=CALCSLICE("ArmHGT";B271)	=CALCSLICE("Might";B271;0,8)					=CALCSLICE("Morale";B271;0,6)																																																										Hands	Gu
Siege-breaker's Gauntlets of the Morannon (4s):	282	=CALCSLICE("ArmHGT";B272)	=CALCSLICE("Might";B272;0,8)					=CALCSLICE("Morale";B272;0,6)																																																										Hands	Ch
Steadfast Renewer's Gauntlets of the Morannon (4s):	282	=CALCSLICE("ArmHGT";B273)	=CALCSLICE("Might";B273;0,8)					=CALCSLICE("Morale";B273;0,6)																																																										Hands	Ca
Storm-bringer's Gauntlets of the Morannon (4s):	282	=CALCSLICE("ArmHGT";B274)	=CALCSLICE("Might";B274;0,8)					=CALCSLICE("Morale";B274;0,6)																																																										Hands	Ch
Unwavering Charger's Gauntlets of the Morannon (4s):	282	=CALCSLICE("ArmHGT";B275)	=CALCSLICE("Might";B275;0,8)					=CALCSLICE("Morale";B275;0,6)																																																										Hands	Ca
Unyielding Defender's Gauntlets of the Morannon (4s):	282	=CALCSLICE("ArmHGT";B276)	=CALCSLICE("Might";B276;0,8)					=CALCSLICE("Morale";B276;0,6)																																																										Hands	Gu
Supreme Gauntlets of the Honed Blade (4s):	258	=CALCSLICE("ArmHGT";B277)	=CALCSLICE("Might";B277;0,8)					=CALCSLICE("Morale";B277;0,6)																																																										Hands	Gu
Supreme Gauntlets of the Martial Defender (4s):	258	=CALCSLICE("ArmHGT";B278)	=CALCSLICE("Might";B278;0,8)					=CALCSLICE("Morale";B278;0,6)																																																										Hands	Ch
Supreme Gauntlets of the Resolute Leader (4s):	258	=CALCSLICE("ArmHGT";B279)	=CALCSLICE("Might";B279;0,8)					=CALCSLICE("Morale";B279;0,6)																																																										Hands	Ca
Supreme Gauntlets of the Shadow-bane (4s):	258	=CALCSLICE("ArmHGT";B280)	=CALCSLICE("Might";B280;0,8)					=CALCSLICE("Morale";B280;0,6)																																																										Hands	Gu
Supreme Gauntlets of the Siege-breaker (4s):	258	=CALCSLICE("ArmHGT";B281)	=CALCSLICE("Might";B281;0,8)					=CALCSLICE("Morale";B281;0,6)																																																										Hands	Ch
Supreme Gauntlets of the Steadfast Renewer (4s):	258	=CALCSLICE("ArmHGT";B282)	=CALCSLICE("Might";B282;0,8)					=CALCSLICE("Morale";B282;0,6)																																																										Hands	Ca
Supreme Gauntlets of the Storm-bringer (4s):	258	=CALCSLICE("ArmHGT";B283)	=CALCSLICE("Might";B283;0,8)					=CALCSLICE("Morale";B283;0,6)																																																										Hands	Ch
Supreme Gauntlets of the Unwavering Charge (4s):	258	=CALCSLICE("ArmHGT";B284)	=CALCSLICE("Might";B284;0,8)					=CALCSLICE("Morale";B284;0,6)																																																										Hands	Ca
Supreme Gauntlets of the Unyielding Defender (4s):	258	=CALCSLICE("ArmHGT";B285)	=CALCSLICE("Might";B285;0,8)					=CALCSLICE("Morale";B285;0,6)																																																										Hands	Gu
Lacquered Gauntlets of the Ithilien Captain (4s):	246	=CALCSLICE("ArmHGT";B286)	=CALCSLICE("Might";B286;0,8)					=CALCSLICE("Morale";B286;0,6)																																																										Hands	CaChGu
Greater Gauntlets of the Honed Blade (4s):	234	=CALCSLICE("ArmHGT";B287)	=CALCSLICE("Might";B287;0,8)					=CALCSLICE("Morale";B287;0,6)																																																										Hands	Gu
Greater Gauntlets of the Martial Defender (4s):	234	=CALCSLICE("ArmHGT";B288)	=CALCSLICE("Might";B288;0,8)					=CALCSLICE("Morale";B288;0,6)																																																										Hands	Ch
Greater Gauntlets of the Resolute Leader (4s):	234	=CALCSLICE("ArmHGT";B289)	=CALCSLICE("Might";B289;0,8)					=CALCSLICE("Morale";B289;0,6)																																																										Hands	Ca
Greater Gauntlets of the Shadow-bane (4s):	234	=CALCSLICE("ArmHGT";B290)	=CALCSLICE("Might";B290;0,8)					=CALCSLICE("Morale";B290;0,6)																																																										Hands	Gu
Greater Gauntlets of the Siege-breaker (4s):	234	=CALCSLICE("ArmHGT";B291)	=CALCSLICE("Might";B291;0,8)					=CALCSLICE("Morale";B291;0,6)																																																										Hands	Ch
Greater Gauntlets of the Steadfast Renewer (4s):	234	=CALCSLICE("ArmHGT";B292)	=CALCSLICE("Might";B292;0,8)					=CALCSLICE("Morale";B292;0,6)																																																										Hands	Ca
Greater Gauntlets of the Storm-bringer (4s):	234	=CALCSLICE("ArmHGT";B293)	=CALCSLICE("Might";B293;0,8)					=CALCSLICE("Morale";B293;0,6)																																																										Hands	Ch
Greater Gauntlets of the Unwavering Charge (4s):	234	=CALCSLICE("ArmHGT";B294)	=CALCSLICE("Might";B294;0,8)					=CALCSLICE("Morale";B294;0,6)																																																										Hands	Ca
Greater Gauntlets of the Unyielding Defender (4s):	234	=CALCSLICE("ArmHGT";B295)	=CALCSLICE("Might";B295;0,8)					=CALCSLICE("Morale";B295;0,6)																																																										Hands	Gu
(1879339492) Arnorian Iron Gauntlets	234	2001	298		255										3414	562																																																	
(1879339470) Gauntlets of the Fabled Protector	234	2001	255		298														940			1264	1685																																										
Gauntlets of the Honed Blade (4s):	222	=CALCSLICE("ArmHGT";B296)	=CALCSLICE("Might";B296;0,8)					=CALCSLICE("Morale";B296;0,6)																																																										Hands	Gu
Gauntlets of the Martial Defender (4s):	222	=CALCSLICE("ArmHGT";B297)	=CALCSLICE("Might";B297;0,8)					=CALCSLICE("Morale";B297;0,6)																																																										Hands	Ch
Gauntlets of the Resolute Leader (4s):	222	=CALCSLICE("ArmHGT";B298)	=CALCSLICE("Might";B298;0,8)					=CALCSLICE("Morale";B298;0,6)																																																										Hands	Ca
Gauntlets of the Shadow-bane (4s):	222	=CALCSLICE("ArmHGT";B299)	=CALCSLICE("Might";B299;0,8)					=CALCSLICE("Morale";B299;0,6)																																																										Hands	Gu
Gauntlets of the Siege-breaker (4s):	222	=CALCSLICE("ArmHGT";B300)	=CALCSLICE("Might";B300;0,8)					=CALCSLICE("Morale";B300;0,6)																																																										Hands	Ch
Gauntlets of the Steadfast Renewer (4s):	222	=CALCSLICE("ArmHGT";B301)	=CALCSLICE("Might";B301;0,8)					=CALCSLICE("Morale";B301;0,6)																																																										Hands	Ca
Gauntlets of the Storm-bringer (4s):	222	=CALCSLICE("ArmHGT";B302)	=CALCSLICE("Might";B302;0,8)					=CALCSLICE("Morale";B302;0,6)																																																										Hands	Ch
Gauntlets of the Unwavering Charge (4s):	222	=CALCSLICE("ArmHGT";B303)	=CALCSLICE("Might";B303;0,8)					=CALCSLICE("Morale";B303;0,6)																																																										Hands	Ca
Gauntlets of the Unyielding Defender (4s):	222	=CALCSLICE("ArmHGT";B304)	=CALCSLICE("Might";B304;0,8)					=CALCSLICE("Morale";B304;0,6)																																																										Hands	Gu
Battle-commander's Gloves (4s):	222	=CALCSLICE("ArmHGT";B305)	=CALCSLICE("Might";B305;0,8)					=CALCSLICE("Morale";B305;0,6)																																																										Hands	Ca
Gloves of the Rampart (4s):	222	=CALCSLICE("ArmHGT";B306)	=CALCSLICE("Might";B306;0,8)					=CALCSLICE("Morale";B306;0,6)																																																										Hands	Gu
Orc-carver's Gloves (4s):	222	=CALCSLICE("ArmHGT";B307)	=CALCSLICE("Might";B307;0,8)					=CALCSLICE("Morale";B307;0,6)																																																										Hands	Ch
Ancient Gloves of the Gloom-bane (2s):	222	=CALCSLICE("ArmHGT";B308)	=CALCSLICE("Might";B308;2)					=CALCSLICE("Morale";B308;1)														=CALCSLICE("Parry";B308;0,4)			=CALCSLICE("TacMit";B308;0,8)																																									Hands	Ch
Ancient Gloves of the North Star (2s):	222	=CALCSLICE("ArmHGT";B309)	=CALCSLICE("Might";B309;2)					=CALCSLICE("Morale";B309;1)														=CALCSLICE("Parry";B309;0,4)			=CALCSLICE("TacMit";B309;0,8)																																									Hands	Ca
Ancient Rift-defender's Gloves (2s):	222	=CALCSLICE("ArmHGT";B310)	=CALCSLICE("Might";B310;2)					=CALCSLICE("Morale";B310;1)													=CALCSLICE("Block";B310;0,4)				=CALCSLICE("TacMit";B310;0,8)																																									Hands	Gu
Fine Mathom-hunter's Gauntlets (105)	207	1909	372		186		93							828																																																			
Mathom-hunter's Gauntlets (105)	207	1809	279		186		93							828																																																			
Exemplary Gauntlets of the Anórien Fields (3s):	204	=CALCSLICE("ArmHGT";B313)	=CALCSLICE("Might";B313;1,4)					=CALCSLICE("Morale";B313;1,4)																																																										Hands	CaChGu
Anórien War Gauntlets (3s):	201	=CALCSLICE("ArmHGT";B314)					=CALCSLICE("Fate";B314;1)	=CALCSLICE("Morale";B314;1,8)																																																										Hands	CaChGu
Gloves of the Osgiliath Berserker	201	=CALCSLICE("ArmHGT";B315)	=CALCSLICE("Might";B315;4)		=CALCSLICE("Vitality";B315;1)										=CALCSLICE("Finesse";B315;1)	=CALCSLICE("PhyMas";B315;1)																																																			
Gloves of the Osgiliath Blade	201	=CALCSLICE("ArmHGT";B316)	=CALCSLICE("Might";B316;4)		=CALCSLICE("Vitality";B316;1)											=CALCSLICE("PhyMas";B316;2)																																																			
Gloves of the Osgiliath Champion	201	=CALCSLICE("ArmHGT";B317)	=CALCSLICE("Might";B317;1,6)		=CALCSLICE("Vitality";B317;3,6)										=CALCSLICE("Finesse";B317;1)					=CALCSLICE("InHeal";B317;0,8)																																															
Gloves of the Osgiliath Charge	201	=CALCSLICE("ArmHGT";B318)	=CALCSLICE("Might";B318;4)		=CALCSLICE("Vitality";B318;1)											=CALCSLICE("PhyMas";B318;2)																																																			
Gloves of the Osgiliath Defender	201	=CALCSLICE("ArmHGT";B319)	=CALCSLICE("Might";B319;1,6)		=CALCSLICE("Vitality";B319;3,6)															=CALCSLICE("InHeal";B319;0,8)			=CALCSLICE("Evade";B319;0,8)																																												
Gloves of the Osgiliath Healer	201	=CALCSLICE("ArmHGT";B320)	=CALCSLICE("Might";B320;4)		=CALCSLICE("Vitality";B320;1)												=CALCSLICE("TacMas";B320;2)																																																		
Gloves of the Osgiliath Leader	201	=CALCSLICE("ArmHGT";B321)	=CALCSLICE("Might";B321;2,4)		=CALCSLICE("Vitality";B321;3,6)															=CALCSLICE("InHeal";B321;1)																																															
Gloves of the Osgiliath Shadow-fighter	201	=CALCSLICE("ArmHGT";B322)	=CALCSLICE("Might";B322;1,6)		=CALCSLICE("Vitality";B322;3,6)									=CALCSLICE("CritHit";B322;1)						=CALCSLICE("InHeal";B322;0,8)																																															
Gloves of the Osgiliath Storm	201	=CALCSLICE("ArmHGT";B323)	=CALCSLICE("Might";B323;4)		=CALCSLICE("Vitality";B323;1)			=CALCSLICE("Morale";B323;1)							=CALCSLICE("Finesse";B323;1)																																																				
Gauntlets of Faramir's Faithful (5s):	201	=CALCSLICE("ArmHGT";B324)																																																																Hands	CaChGu
Gloves of the Coastal Bulwark	192	=CALCSLICE("ArmHGT";B325)	=CALCSLICE("Might";B325;2,8)		=CALCSLICE("Vitality";B325;2,4)										=CALCSLICE("Finesse";B325;1)					=CALCSLICE("InHeal";B325;0,8)																																															
Gauntlets of the Sea Reaver	192	=CALCSLICE("ArmHGT";B326)	=CALCSLICE("Might";B326;2,8)		=CALCSLICE("Vitality";B326;2,4)										=CALCSLICE("Finesse";B326;1)	=CALCSLICE("PhyMas";B326;0,8)																																																			
Gloves of the Watchman	192	=CALCSLICE("ArmHGT";B327)	=CALCSLICE("Might";B327;2,8)		=CALCSLICE("Vitality";B327;2,4)										=CALCSLICE("Finesse";B327;1)	=CALCSLICE("PhyMas";B327;0,8)																																																			
Heavy Nadhin Gauntlets (4s):	192	=CALCSLICE("ArmHGT";B328)	=CALCSLICE("Might";B328;1,4)																																																															Hands	CaChGu
Eithelaim	192	=CALCSLICE("ArmHGT";B329)	=CALCSLICE("Might";B329;1,4)		=CALCSLICE("Vitality";B329;1,4)										=CALCSLICE("Finesse";B329;1)	=CALCSLICE("PhyMas";B329;1,4)			=CALCSLICE("CritDef";B329;1)				=CALCSLICE("Evade";B329;0,8)																																												
Sermaib	192	=CALCSLICE("ArmHGT";B330)	=CALCSLICE("Might";B330;2)		=CALCSLICE("Vitality";B330;2)											=CALCSLICE("PhyMas";B330;2)			=CALCSLICE("CritDef";B330;1)																																																
Gauntlets of the Great Shore	192	=CALCSLICE("ArmHGT";B331)	=CALCSLICE("Might";B331;2,4)		=CALCSLICE("Vitality";B331;2,8)		=CALCSLICE("Fate";B331;1,2)									=CALCSLICE("PhyMas";B331;0,6)																																																			
Nadhin Footman's Gauntlets (3s):	192	=CALCSLICE("ArmHGP";B332)	=CALCSLICE("Might";B332;1,4)				=CALCSLICE("Fate";B332;0,4)																																																											Hands	CaChGu
Potent Fangorn Gauntlets of Valour	182	=CALCSLICE("ArmHGT";B333)	=CALCSLICE("Might";B333;2,8)		=CALCSLICE("Vitality";B333;2,4)		=CALCSLICE("Fate";B333;1,6)									=CALCSLICE("PhyMas";B333;0,2)																																																			
Potent Fangorn Gauntlets of Command	182	=CALCSLICE("ArmHGT";B334)	=CALCSLICE("Might";B334;2,8)		=CALCSLICE("Vitality";B334;2,4)		=CALCSLICE("Fate";B334;1,6)							=CALCSLICE("CritHit";B334;0,2)																																																					
Potent Fangorn Gauntlets of Defence	182	=CALCSLICE("ArmHGT";B335)	=CALCSLICE("Might";B335;2,4)		=CALCSLICE("Vitality";B335;2,8)		=CALCSLICE("Fate";B335;1,6)												=CALCSLICE("CritDef";B335;0,2)																																																
Valiant War Gauntlets of the Deep	176	=CALCSLICE("ArmHGT";B336)	=CALCSLICE("Might";B336;2,8)		=CALCSLICE("Vitality";B336;2,4)		=CALCSLICE("Fate";B336;1,6)								=CALCSLICE("Finesse";B336;0,2)																																																				
Greater Valourous Gauntlets of Fate	176	=CALCSLICE("ArmHGT";B337)	=CALCSLICE("Might";B337;2,8)		=CALCSLICE("Vitality";B337;2,4)		=CALCSLICE("Fate";B337;1)								=CALCSLICE("Finesse";B337;0,8)																																																				
Forceful War Gauntlets of the Deep	176	=CALCSLICE("ArmHGT";B338)	=CALCSLICE("Might";B338;2,8)		=CALCSLICE("Vitality";B338;2,4)		=CALCSLICE("Fate";B338;1)								=CALCSLICE("Finesse";B338;0,2)	=CALCSLICE("PhyMas";B338;0,6)																																																			
Commanding War Gauntlets of the Deep	176	=CALCSLICE("ArmHGT";B339)	=CALCSLICE("Might";B339;2,8)		=CALCSLICE("Vitality";B339;2,4)									=CALCSLICE("CritHit";B339;0,8)	=CALCSLICE("Finesse";B339;0,2)	=CALCSLICE("PhyMas";B339;0,8)																																																			
Defensive War Gauntlets of the Deep	176	=CALCSLICE("ArmHGT";B340)	=CALCSLICE("Might";B340;2,4)		=CALCSLICE("Vitality";B340;2,8)		=CALCSLICE("Fate";B340;1)												=CALCSLICE("CritDef";B340;0,8)																																																
Greater Enduring Gauntlets of Protection	176	=CALCSLICE("ArmHGT";B341)	=CALCSLICE("Might";B341;2,4)		=CALCSLICE("Vitality";B341;2,8)														=CALCSLICE("CritDef";B341;0,8)			=CALCSLICE("Parry";B341;0,6)	=CALCSLICE("Evade";B341;0,4)																																												
Gauntlets of the Fabled Protector	176	=CALCSLICE("ArmHGT";B342)	=CALCSLICE("Might";B342;2,4)		=CALCSLICE("Vitality";B342;2,8)														=CALCSLICE("CritDef";B342;0,4)			=CALCSLICE("Parry";B342;0,6)	=CALCSLICE("Evade";B342;0,8)																																												
Stalwart War Gauntlets of the Deep	176	=CALCSLICE("ArmHGT";B343)	=CALCSLICE("Might";B343;2,4)		=CALCSLICE("Vitality";B343;2,8)														=CALCSLICE("CritDef";B343;0,2)			=CALCSLICE("Parry";B343;0,8)	=CALCSLICE("Evade";B343;0,8)																																												
Nadhin Footman's Gauntlets (3s):	176	=CALCSLICE("ArmHGP";B344)	=CALCSLICE("Might";B344;1,4)				=CALCSLICE("Fate";B344;0,4)																																																												
Legs																																																																			
Honed Blade's Battle Leggings of the Morannon (4s):	282	=CALCSLICE("ArmHLT";B346)	=CALCSLICE("Might";B346;0,8)					=CALCSLICE("Morale";B346;0,6)																																																										Legs	Gu
Martial Defender's Battle Leggings of the Morannon (4s):	282	=CALCSLICE("ArmHLT";B347)	=CALCSLICE("Might";B347;0,8)					=CALCSLICE("Morale";B347;0,6)																																																										Legs	Ch
Resolute Leader's Battle Leggings of the Morannon (4s):	282	=CALCSLICE("ArmHLT";B348)	=CALCSLICE("Might";B348;0,8)					=CALCSLICE("Morale";B348;0,6)																																																										Legs	Ca
Shadow-bane's Battle Leggings of the Morannon (4s):	282	=CALCSLICE("ArmHLT";B349)	=CALCSLICE("Might";B349;0,8)					=CALCSLICE("Morale";B349;0,6)																																																										Legs	Gu
Siege-breaker's Battle Leggings of the Morannon (4s):	282	=CALCSLICE("ArmHLT";B350)	=CALCSLICE("Might";B350;0,8)					=CALCSLICE("Morale";B350;0,6)																																																										Legs	Ch
Steadfast Renewer's Battle Leggings of the Morannon (4s):	282	=CALCSLICE("ArmHLT";B351)	=CALCSLICE("Might";B351;0,8)					=CALCSLICE("Morale";B351;0,6)																																																										Legs	Ca
Storm-bringer's Battle Leggings of the Morannon (4s):	282	=CALCSLICE("ArmHLT";B352)	=CALCSLICE("Might";B352;0,8)					=CALCSLICE("Morale";B352;0,6)																																																										Legs	Ch
Unwavering Charger's Battle Leggings of the Morannon (4s):	282	=CALCSLICE("ArmHLT";B353)	=CALCSLICE("Might";B353;0,8)					=CALCSLICE("Morale";B353;0,6)																																																										Legs	Ca
Unyielding Defender's Battle Leggings of the Morannon (4s):	282	=CALCSLICE("ArmHLT";B354)	=CALCSLICE("Might";B354;0,8)					=CALCSLICE("Morale";B354;0,6)																																																										Legs	Gu
Supreme Battle Leggings of the Honed Blade (4s):	258	=CALCSLICE("ArmHLT";B355)	=CALCSLICE("Might";B355;0,8)					=CALCSLICE("Morale";B355;0,6)																																																										Legs	Gu
Supreme Battle Leggings of the Martial Defender (4s):	258	=CALCSLICE("ArmHLT";B356)	=CALCSLICE("Might";B356;0,8)					=CALCSLICE("Morale";B356;0,6)																																																										Legs	Ch
Supreme Battle Leggings of the Resolute Leader (4s):	258	=CALCSLICE("ArmHLT";B357)	=CALCSLICE("Might";B357;0,8)					=CALCSLICE("Morale";B357;0,6)																																																										Legs	Ca
Supreme Battle Leggings of the Shadow-bane (4s):	258	=CALCSLICE("ArmHLT";B358)	=CALCSLICE("Might";B358;0,8)					=CALCSLICE("Morale";B358;0,6)																																																										Legs	Gu
Supreme Battle Leggings of the Siege-breaker (4s):	258	=CALCSLICE("ArmHLT";B359)	=CALCSLICE("Might";B359;0,8)					=CALCSLICE("Morale";B359;0,6)																																																										Legs	Ch
Supreme Battle Leggings of the Steadfast Renewer (4s):	258	=CALCSLICE("ArmHLT";B360)	=CALCSLICE("Might";B360;0,8)					=CALCSLICE("Morale";B360;0,6)																																																										Legs	Ca
Supreme Battle Leggings of the Storm-bringer (4s):	258	=CALCSLICE("ArmHLT";B361)	=CALCSLICE("Might";B361;0,8)					=CALCSLICE("Morale";B361;0,6)																																																										Legs	Ch
Supreme Battle Leggings of the Unwavering Charge (4s):	258	=CALCSLICE("ArmHLT";B362)	=CALCSLICE("Might";B362;0,8)					=CALCSLICE("Morale";B362;0,6)																																																										Legs	Ca
Supreme Battle Leggings of the Unyielding Defender (4s):	258	=CALCSLICE("ArmHLT";B363)	=CALCSLICE("Might";B363;0,8)					=CALCSLICE("Morale";B363;0,6)																																																										Legs	Gu
Lacquered Leggings of the Ithilien Captain (4s):	246	=CALCSLICE("ArmHLT";B364)	=CALCSLICE("Might";B364;0,8)					=CALCSLICE("Morale";B364;0,6)																																																										Legs	CaChGu
Greater Battle Leggings of the Honed Blade (4s):	234	=CALCSLICE("ArmHLT";B365)	=CALCSLICE("Might";B365;0,8)					=CALCSLICE("Morale";B365;0,6)																																																										Legs	Gu
Greater Battle Leggings of the Martial Defender (4s):	234	=CALCSLICE("ArmHLT";B366)	=CALCSLICE("Might";B366;0,8)					=CALCSLICE("Morale";B366;0,6)																																																										Legs	Ch
Greater Battle Leggings of the Resolute Leader (4s):	234	=CALCSLICE("ArmHLT";B367)	=CALCSLICE("Might";B367;0,8)					=CALCSLICE("Morale";B367;0,6)																																																										Legs	Ca
Greater Battle Leggings of the Shadow-bane (4s):	234	=CALCSLICE("ArmHLT";B368)	=CALCSLICE("Might";B368;0,8)					=CALCSLICE("Morale";B368;0,6)																																																										Legs	Gu
Greater Battle Leggings of the Siege-breaker (4s):	234	=CALCSLICE("ArmHLT";B369)	=CALCSLICE("Might";B369;0,8)					=CALCSLICE("Morale";B369;0,6)																																																										Legs	Ch
Greater Battle Leggings of the Steadfast Renewer (4s):	234	=CALCSLICE("ArmHLT";B370)	=CALCSLICE("Might";B370;0,8)					=CALCSLICE("Morale";B370;0,6)																																																										Legs	Ca
Greater Battle Leggings of the Storm-bringer (4s):	234	=CALCSLICE("ArmHLT";B371)	=CALCSLICE("Might";B371;0,8)					=CALCSLICE("Morale";B371;0,6)																																																										Legs	Ch
Greater Battle Leggings of the Unwavering Charge (4s):	234	=CALCSLICE("ArmHLT";B372)	=CALCSLICE("Might";B372;0,8)					=CALCSLICE("Morale";B372;0,6)																																																										Legs	Ca
Greater Battle Leggings of the Unyielding Defender (4s):	234	=CALCSLICE("ArmHLT";B373)	=CALCSLICE("Might";B373;0,8)					=CALCSLICE("Morale";B373;0,6)																																																										Legs	Gu
Battle Leggings of the Honed Blade (4s):	222	=CALCSLICE("ArmHLT";B374)	=CALCSLICE("Might";B374;0,8)					=CALCSLICE("Morale";B374;0,6)																																																										Legs	Gu
Battle Leggings of the Martial Defender (4s):	222	=CALCSLICE("ArmHLT";B375)	=CALCSLICE("Might";B375;0,8)					=CALCSLICE("Morale";B375;0,6)																																																										Legs	Ch
Battle Leggings of the Resolute Leader (4s):	222	=CALCSLICE("ArmHLT";B376)	=CALCSLICE("Might";B376;0,8)					=CALCSLICE("Morale";B376;0,6)																																																										Legs	Ca
Battle Leggings of the Shadow-bane (4s):	222	=CALCSLICE("ArmHLT";B377)	=CALCSLICE("Might";B377;0,8)					=CALCSLICE("Morale";B377;0,6)																																																										Legs	Gu
Battle Leggings of the Siege-breaker (4s):	222	=CALCSLICE("ArmHLT";B378)	=CALCSLICE("Might";B378;0,8)					=CALCSLICE("Morale";B378;0,6)																																																										Legs	Ch
Battle Leggings of the Steadfast Renewer (4s):	222	=CALCSLICE("ArmHLT";B379)	=CALCSLICE("Might";B379;0,8)					=CALCSLICE("Morale";B379;0,6)																																																										Legs	Ca
Battle Leggings of the Storm-bringer (4s):	222	=CALCSLICE("ArmHLT";B380)	=CALCSLICE("Might";B380;0,8)					=CALCSLICE("Morale";B380;0,6)																																																										Legs	Ch
Battle Leggings of the Unwavering Charge (4s):	222	=CALCSLICE("ArmHLT";B381)	=CALCSLICE("Might";B381;0,8)					=CALCSLICE("Morale";B381;0,6)																																																										Legs	Ca
Battle Leggings of the Unyielding Defender (4s):	222	=CALCSLICE("ArmHLT";B382)	=CALCSLICE("Might";B382;0,8)					=CALCSLICE("Morale";B382;0,6)																																																										Legs	Gu
Battle-commander's Leggings (4s):	222	=CALCSLICE("ArmHLT";B383)	=CALCSLICE("Might";B383;0,8)					=CALCSLICE("Morale";B383;0,6)																																																										Legs	Ca
Leggings of the Rampart (4s):	222	=CALCSLICE("ArmHLT";B384)	=CALCSLICE("Might";B384;0,8)					=CALCSLICE("Morale";B384;0,6)																																																										Legs	Gu
Orc-carver's Leggings (4s):	222	=CALCSLICE("ArmHLT";B385)	=CALCSLICE("Might";B385;0,8)					=CALCSLICE("Morale";B385;0,6)																																																										Legs	Ch
Ancient Leggings of the Gloom-bane (2s):	222	=CALCSLICE("ArmHLT";B386)	=CALCSLICE("Might";B386;2)					=CALCSLICE("Morale";B386;1)															=CALCSLICE("Evade";B386;0,4)	=CALCSLICE("PhyMit";B386;0,8)																																										Legs	Ch
