	iLvl	Armour	Might	Agility	Vitality	Will	Fate	Morale	Power	ICMR	NCMR	ICPR	NCPR	CritHit	Finesse	PhyMas	TacMas	Resist	CritDef	InHeal	Block	Parry	Evade	PhyMit	TacMit	Audacity	Hope	Notes	ArmourP	MoraleP	PowerP	MelCritP	RngCritP	TacCritP	HealCritP	MelMagnP	RngMagnP	TacMagnP	HealMagnP	MelDmgP	RngDmgP	TacDmgP	OutHealP	MelIndP	RngIndP	TacIndP	HealIndP	AttDurP	RunSpdP	CritDefP	InHealP	BlockP	ParryP	EvadeP	PblkP	PparP	PevaP	PblkMitP	PparMitP	PevaMitP	MelRedP	RngRedP	TacRedP	PhyMitP	TacMitP	Category	Classes
Greater Bauble of the Pelennor Scout (3s):	234			=CALCSLICE("Agility";B272;2)				=CALCSLICE("Morale";B272;0,8)																																																										Pocket	BuHuWa
Greater Bauble of the Pelennor Warrior (3s):	234		=CALCSLICE("Might";B273;2)					=CALCSLICE("Morale";B273;0,8)																																																										Pocket	BeCaChGuWa
(1879339560) Carved Jewellery Box	234			=CALCSLICE("Agility";B274;2,8)	=CALCSLICE("Vitality";B274;2,4)		=CALCSLICE("Fate";B274;1,2)							=CALCSLICE("CritHit";B274;0,6)																																																					
(1879339519) Fancy Gems in a Shell	234				=CALCSLICE("Vitality";B275;2,4)	=CALCSLICE("Will";B275;2,8)		=CALCSLICE("Morale";B275;0,4)						=CALCSLICE("CritHit";B275;0,8)	=CALCSLICE("Finesse";B275;0,6)																																																				
(1879339507) Leather-bound Diary	234		=CALCSLICE("Might";B276;2,8)		=CALCSLICE("Vitality";B276;2,4)									=CALCSLICE("CritHit";B276;0,8)		=CALCSLICE("PhyMas";B276;1)																																																			
(1879339563) Small Golden Dish	234		=CALCSLICE("Might";B277;2,4)		=CALCSLICE("Vitality";B277;2,8)				=CALCSLICE("Power";B277;0,4)												=CALCSLICE("Block";B277;0,8)	=CALCSLICE("Parry";B277;0,6)																																													
#Lesser Bauble of the Pelennor Sage (2s):	222					=CALCSLICE("Will";B278;2,8)		=CALCSLICE("Morale";B278;1,4)																																																										Pocket	LoMiRu
#Lesser Bauble of the Pelennor Scout (2s):	222			=CALCSLICE("Agility";B279;2,8)				=CALCSLICE("Morale";B279;1,4)																																																										Pocket	BuHuWa
#Lesser Bauble of the Pelennor Warrior (2s):	222		=CALCSLICE("Might";B280;2,8)					=CALCSLICE("Morale";B280;1,4)																																																										Pocket	BeCaChGuWa
Figurine of a Beorning	222		=CALCSLICE("Might";B281;2,4)		=CALCSLICE("Vitality";B281;2)		=CALCSLICE("Fate";B281;0,6)	=CALCSLICE("Morale";B281;1)						=CALCSLICE("CritHit";B281;1)																																																					
Figurine of a Burglar	222			=CALCSLICE("Agility";B282;2,4)	=CALCSLICE("Vitality";B282;2)		=CALCSLICE("Fate";B282;0,6)	=CALCSLICE("Morale";B282;1)						=CALCSLICE("CritHit";B282;1)																																																					
Figurine of a Captain	222		=CALCSLICE("Might";B283;2,4)		=CALCSLICE("Vitality";B283;2)		=CALCSLICE("Fate";B283;0,6)	=CALCSLICE("Morale";B283;1)						=CALCSLICE("CritHit";B283;1)																																																					
Figurine of a Champion	222		=CALCSLICE("Might";B284;2,4)		=CALCSLICE("Vitality";B284;2)		=CALCSLICE("Fate";B284;0,6)	=CALCSLICE("Morale";B284;1)						=CALCSLICE("CritHit";B284;1)																																																					
Figurine of a Guardian	222		=CALCSLICE("Might";B285;2,4)		=CALCSLICE("Vitality";B285;2)		=CALCSLICE("Fate";B285;0,6)	=CALCSLICE("Morale";B285;1)						=CALCSLICE("CritHit";B285;1)																																																					
Figurine of a Hunter	222			=CALCSLICE("Agility";B286;2,4)	=CALCSLICE("Vitality";B286;2)		=CALCSLICE("Fate";B286;0,6)	=CALCSLICE("Morale";B286;1)						=CALCSLICE("CritHit";B286;1)																																																					
Figurine of a Lore-master	222				=CALCSLICE("Vitality";B287;2)	=CALCSLICE("Will";B287;2,4)	=CALCSLICE("Fate";B287;0,6)	=CALCSLICE("Morale";B287;1)						=CALCSLICE("CritHit";B287;1)																																																					
Figurine of a Minstrel	222				=CALCSLICE("Vitality";B288;2)	=CALCSLICE("Will";B288;2,4)	=CALCSLICE("Fate";B288;0,6)	=CALCSLICE("Morale";B288;1)						=CALCSLICE("CritHit";B288;1)																																																					
Figurine of a Rune-keeper	222				=CALCSLICE("Vitality";B289;2)	=CALCSLICE("Will";B289;2,4)	=CALCSLICE("Fate";B289;0,6)	=CALCSLICE("Morale";B289;1)						=CALCSLICE("CritHit";B289;1)																																																					
Figurine of a Warden	222			=CALCSLICE("Agility";B290;2,4)	=CALCSLICE("Vitality";B290;2)		=CALCSLICE("Fate";B290;0,6)	=CALCSLICE("Morale";B290;1)						=CALCSLICE("CritHit";B290;1)																																																					
Greater Combative Scroll of Anórien	201		=CALCSLICE("Might";B291;3)		=CALCSLICE("Vitality";B291;2)			=CALCSLICE("Morale";B291;1)						=CALCSLICE("CritHit";B291;1)																																																					
Greater Vigilant Scroll of Anórien	201		=CALCSLICE("Might";B292;2)		=CALCSLICE("Vitality";B292;3)			=CALCSLICE("Morale";B292;1)													=CALCSLICE("Block";B292;1)																																														
Greater Precise Scroll of Anórien	201			=CALCSLICE("Agility";B293;3)	=CALCSLICE("Vitality";B293;2)			=CALCSLICE("Morale";B293;1)						=CALCSLICE("CritHit";B293;1)																																																					
Greater Defensive Scroll of Anórien	201			=CALCSLICE("Agility";B294;2)	=CALCSLICE("Vitality";B294;3)			=CALCSLICE("Morale";B294;1)													=CALCSLICE("Block";B294;1)																																														
Greater Spirited Scroll of Anórien	201				=CALCSLICE("Vitality";B295;2)	=CALCSLICE("Will";B295;3)		=CALCSLICE("Morale";B295;1)						=CALCSLICE("CritHit";B295;1)																																																					
Opulent Bauble of Sirith	195		=CALCSLICE("Might";B296;2,8)		=CALCSLICE("Vitality";B296;2)		=CALCSLICE("Fate";B296;0,6)	=CALCSLICE("Morale";B296;0,8)	=CALCSLICE("Power";B296;0,8)																																																										
Phial of Bear's Strength (2s):	195		=CALCSLICE("Might";B297;2,8)		=CALCSLICE("Vitality";B297;1,4)																																																													Pocket	BeCaChGuWa
Sturdy Bauble of Sirith	195			=CALCSLICE("Agility";B298;2,8)	=CALCSLICE("Vitality";B298;2)		=CALCSLICE("Fate";B298;0,6)	=CALCSLICE("Morale";B298;0,8)	=CALCSLICE("Power";B298;0,8)																																																										
Phial of Ground Athelas (2s):	195			=CALCSLICE("Agility";B299;2,8)	=CALCSLICE("Vitality";B299;1,4)																																																													Pocket	BuHuWa
Gleaming Bauble of Sirith	195				=CALCSLICE("Vitality";B300;2)	=CALCSLICE("Will";B300;2,8)	=CALCSLICE("Fate";B300;0,6)	=CALCSLICE("Morale";B300;0,8)	=CALCSLICE("Power";B300;0,8)																																																										
Phial of The Anduin's Waters (2s):	195				=CALCSLICE("Vitality";B301;1,4)	=CALCSLICE("Will";B301;2,8)																																																												Pocket	LoMiRu
(1879310769) Adept Officer's Persevering Token	192				=CALCSLICE("Vitality";B302;2,4)	=CALCSLICE("Will";B302;2,8)								=CALCSLICE("CritHit";B302;1)			=CALCSLICE("TacMas";B302;0,8)																																																		
Illuminated Fangorn Book of Combat	182		=CALCSLICE("Might";B303;2,8)		=CALCSLICE("Vitality";B303;2,4)		=CALCSLICE("Fate";B303;1)	=CALCSLICE("Morale";B303;0,8)																																																											
Illuminated Fangorn Book of Precision	182			=CALCSLICE("Agility";B304;2,8)	=CALCSLICE("Vitality";B304;2,4)		=CALCSLICE("Fate";B304;1)	=CALCSLICE("Morale";B304;0,8)																																																											
Illuminated Fangorn Book of Spirit	182				=CALCSLICE("Vitality";B305;2,4)	=CALCSLICE("Will";B305;2,8)	=CALCSLICE("Fate";B305;1)	=CALCSLICE("Morale";B305;0,8)																																																											
Illuminated Fangorn Book of Vigilance	182				=CALCSLICE("Vitality";B306;2,8)		=CALCSLICE("Fate";B306;2,4)	=CALCSLICE("Morale";B306;1)											=CALCSLICE("CritDef";B306;0,2)		=CALCSLICE("Block";B306;0,6)																																														
Adept Officer's Valourous Token	176		=CALCSLICE("Might";B307;2,8)		=CALCSLICE("Vitality";B307;2,4)		=CALCSLICE("Fate";B307;1)								=CALCSLICE("Finesse";B307;0,8)																																																				
Gleaming Brass Bauble of The Grey Company	176		=CALCSLICE("Might";B308;2,8)		=CALCSLICE("Vitality";B308;2,4)		=CALCSLICE("Fate";B308;1)								=CALCSLICE("Finesse";B308;0,8)																																																				
Adept Officer's Enduring Token	176		=CALCSLICE("Might";B309;2,4)		=CALCSLICE("Vitality";B309;2,8)														=CALCSLICE("CritDef";B309;0,8)				=CALCSLICE("Evade";B309;1)																																												
Skilled Vanguard's Enduring Token	176		=CALCSLICE("Might";B310;2,4)		=CALCSLICE("Vitality";B310;2,8)		=CALCSLICE("Fate";B310;0,8)		=CALCSLICE("Power";B310;0,4)													=CALCSLICE("Parry";B310;0,6)																																													
Greater Steadfast Bauble of Parrying	176		=CALCSLICE("Might";B311;2,4)		=CALCSLICE("Vitality";B311;2,8)																	=CALCSLICE("Parry";B311;1,2)	=CALCSLICE("Evade";B311;0,6)																																												
Drakeling's Preserved Claw	176			=CALCSLICE("Agility";B312;2,8)	=CALCSLICE("Vitality";B312;2,4)		=CALCSLICE("Fate";B312;1,2)							=CALCSLICE("CritHit";B312;0,6)																																																					
Master Engineer's Dextrous Token	176			=CALCSLICE("Agility";B313;2,8)	=CALCSLICE("Vitality";B313;2,4)		=CALCSLICE("Fate";B313;1,2)								=CALCSLICE("Finesse";B313;0,6)																																																				
Greater Dextrous Bauble of Prowess	176			=CALCSLICE("Agility";B314;2,8)	=CALCSLICE("Vitality";B314;2,4)				=CALCSLICE("Power";B314;0,8)							=CALCSLICE("PhyMas";B314;1)																																																			
Gleaming Bronze Bauble of The Grey Company	176			=CALCSLICE("Agility";B315;2,4)	=CALCSLICE("Vitality";B315;2,8)			=CALCSLICE("Morale";B315;1)													=CALCSLICE("Block";B315;0,8)																																														
Gleaming Silver Bauble of The Grey Company	176				=CALCSLICE("Vitality";B316;2,4)	=CALCSLICE("Will";B316;2,8)								=CALCSLICE("CritHit";B316;0,8)	=CALCSLICE("Finesse";B316;0,4)		=CALCSLICE("TacMas";B316;0,6)																																																		
Greater Resolute Bauble of Fate	176				=CALCSLICE("Vitality";B317;2,4)	=CALCSLICE("Will";B317;2,8)	=CALCSLICE("Fate";B317;1,2)							=CALCSLICE("CritHit";B317;0,6)																																																					
Spirited Scroll of the Deep	176				=CALCSLICE("Vitality";B318;2,4)	=CALCSLICE("Will";B318;2,8)		=CALCSLICE("Morale";B318;1)						=CALCSLICE("CritHit";B318;0,6)	=CALCSLICE("Finesse";B318;0,2)																																																				
