	iLvl	Armour	Might	Agility	Vitality	Will	Fate	Morale	Power	ICMR	NCMR	ICPR	NCPR	CritHit	Finesse	PhyMas	TacMas	Resist	CritDef	InHeal	Block	Parry	Evade	PhyMit	TacMit	Audacity	Hope	Notes	ArmourP	MoraleP	PowerP	MelCritP	RngCritP	TacCritP	HealCritP	MelMagnP	RngMagnP	TacMagnP	HealMagnP	MelDmgP	RngDmgP	TacDmgP	OutHealP	MelIndP	RngIndP	TacIndP	HealIndP	AttDurP	RunSpdP	CritDefP	InHealP	BlockP	ParryP	EvadeP	PblkP	PparP	PevaP	PblkMitP	PparMitP	PevaMitP	MelRedP	RngRedP	TacRedP	PhyMitP	TacMitP	Category	Classes
Coat of the Peace-mender (4s):	222	=CALCSLICE("ArmLCT";B259)				=CALCSLICE("Will";B259;0,8)		=CALCSLICE("Morale";B259;0,6)																																																										Chest	Ru
Coat of the Song-warrior (4s):	222	=CALCSLICE("ArmLCT";B260)				=CALCSLICE("Will";B260;0,8)		=CALCSLICE("Morale";B260;0,6)																																																										Chest	Mi
Coat of the Thunder-wielder (4s):	222	=CALCSLICE("ArmLCT";B261)				=CALCSLICE("Will";B261;0,8)		=CALCSLICE("Morale";B261;0,6)																																																										Chest	Ru
Coat of the Vigilant Watcher (4s):	222	=CALCSLICE("ArmLCT";B262)				=CALCSLICE("Will";B262;0,8)		=CALCSLICE("Morale";B262;0,6)																																																										Chest	Mi
Battle-crier's Robe (4s):	222	=CALCSLICE("ArmLCT";B263)				=CALCSLICE("Will";B263;0,8)		=CALCSLICE("Morale";B263;0,6)																																																										Chest	Mi
Robe of Biting Wit (4s):	222	=CALCSLICE("ArmLCT";B264)				=CALCSLICE("Will";B264;0,8)		=CALCSLICE("Morale";B264;0,6)																																																										Chest	Ru
Robe of the War-counselor (4s):	222	=CALCSLICE("ArmLCT";B265)				=CALCSLICE("Will";B265;0,8)		=CALCSLICE("Morale";B265;0,6)																																																										Chest	Lo
Ancient Robe of Graven Word (2s):	222	=CALCSLICE("ArmLCT";B266)				=CALCSLICE("Will";B266;2)		=CALCSLICE("Morale";B266;1)									=CALCSLICE("TacMas";B266;0,4)							=CALCSLICE("PhyMit";B266;0,8)																																										Chest	Ru
Ancient Robe of the Elder Days (2s):	222	=CALCSLICE("ArmLCT";B267)				=CALCSLICE("Will";B267;2)		=CALCSLICE("Morale";B267;1)									=CALCSLICE("TacMas";B267;0,4)							=CALCSLICE("PhyMit";B267;0,8)																																										Chest	Lo
Ancient Wandering Bard's Robe (2s):	222	=CALCSLICE("ArmLCT";B268)				=CALCSLICE("Will";B268;2)		=CALCSLICE("Morale";B268;1)									=CALCSLICE("TacMas";B268;0,4)							=CALCSLICE("PhyMit";B268;0,8)																																										Chest	Mi
Fine Mathom-hunter's Waistcoat (105)	207	2016			372	279	93																																																										
Mathom-hunter's Waistcoat (105)	207	1911			279	279	93																																																										
Exemplary Robe of the Anórien Sun (3s):	204	=CALCSLICE("ArmLCT";B271)				=CALCSLICE("Will";B271;1,4)		=CALCSLICE("Morale";B271;1,4)																																																										Chest	LoMiRu
Anórien Assault Robe (3s):	201	=CALCSLICE("ArmLCT";B272)					=CALCSLICE("Fate";B272;1)	=CALCSLICE("Morale";B272;1,8)																																																										Chest	LoMiRu
Ancient Osgiliath Jacket	201	=CALCSLICE("ArmLCT";B273)				=CALCSLICE("Will";B273;4)	=CALCSLICE("Fate";B273;2)							=CALCSLICE("CritHit";B273;1)																																																					
Jacket of Osgiliath's Fury	201	=CALCSLICE("ArmLCT";B274)				=CALCSLICE("Will";B274;4)	=CALCSLICE("Fate";B274;1)							=CALCSLICE("CritHit";B274;1)	=CALCSLICE("Finesse";B274;1)																																																				
Jacket of the Osgiliath Animal-friend	201	=CALCSLICE("ArmLCT";B275)				=CALCSLICE("Will";B275;4)	=CALCSLICE("Fate";B275;1)							=CALCSLICE("CritHit";B275;1)			=CALCSLICE("TacMas";B275;1)																																																		
Jacket of the Osgiliath Cleanser	201	=CALCSLICE("ArmLCT";B276)				=CALCSLICE("Will";B276;4)	=CALCSLICE("Fate";B276;1)										=CALCSLICE("TacMas";B276;2)																																																		
Jacket of the Osgiliath Peace-caller	201	=CALCSLICE("ArmLCT";B277)				=CALCSLICE("Will";B277;4)	=CALCSLICE("Fate";B277;2)										=CALCSLICE("TacMas";B277;1)																																																		
Jacket of the Osgiliath Skald	201	=CALCSLICE("ArmLCT";B278)				=CALCSLICE("Will";B278;4)	=CALCSLICE("Fate";B278;1)							=CALCSLICE("CritHit";B278;1)	=CALCSLICE("Finesse";B278;1)																																																				
Jacket of the Osgiliath Song-protector	201	=CALCSLICE("ArmLCT";B279)				=CALCSLICE("Will";B279;4)	=CALCSLICE("Fate";B279;2)								=CALCSLICE("Finesse";B279;1)																																																				
Jacket of the Osgiliath Thunder-caller	201	=CALCSLICE("ArmLCT";B280)				=CALCSLICE("Will";B280;4)	=CALCSLICE("Fate";B280;1)							=CALCSLICE("CritHit";B280;1)	=CALCSLICE("Finesse";B280;1)																																																				
Jacket of the Osgiliath Watcher	201	=CALCSLICE("ArmLCT";B281)				=CALCSLICE("Will";B281;4)	=CALCSLICE("Fate";B281;2)										=CALCSLICE("TacMas";B281;1)																																																		
Robe of Faramir's Faithful (5s):	201	=CALCSLICE("ArmLCT";B282)																																																																Chest	LoMiRu
Jacket of the Archivist	192	=CALCSLICE("ArmLCT";B283)			=CALCSLICE("Vitality";B283;2,4)	=CALCSLICE("Will";B283;2,8)								=CALCSLICE("CritHit";B283;1)	=CALCSLICE("Finesse";B283;0,8)																																																				
Robe of the Night Watcher	192	=CALCSLICE("ArmLCT";B284)			=CALCSLICE("Vitality";B284;2,4)	=CALCSLICE("Will";B284;2,8)								=CALCSLICE("CritHit";B284;1)			=CALCSLICE("TacMas";B284;0,8)																																																		
Jacket of the Storied Mariner	192	=CALCSLICE("ArmLCT";B285)			=CALCSLICE("Vitality";B285;2,4)	=CALCSLICE("Will";B285;2,8)								=CALCSLICE("CritHit";B285;1)	=CALCSLICE("Finesse";B285;0,8)																																																				
Light Nadhin Robe (4s):	192	=CALCSLICE("ArmLCT";B286)				=CALCSLICE("Will";B286;1,4)																																																												Chest	LoMiRu
Tiriacham	192	=CALCSLICE("ArmLCT";B287)			=CALCSLICE("Vitality";B287;1)	=CALCSLICE("Will";B287;2)	=CALCSLICE("Fate";B287;3)							=CALCSLICE("CritHit";B287;1)																																																					
Formen Falas	192	=CALCSLICE("ArmLCT";B288)			=CALCSLICE("Vitality";B288;2)	=CALCSLICE("Will";B288;1)	=CALCSLICE("Fate";B288;2)										=CALCSLICE("TacMas";B288;2)																																																		
Light Nadhin Robe (3s):	192	=CALCSLICE("ArmLCP";B289)				=CALCSLICE("Will";B289;1,8)																																																												Chest	LoMiRu
Jacket of the Great Shore	192	=CALCSLICE("ArmLCP";B290)			=CALCSLICE("Vitality";B290;2)	=CALCSLICE("Will";B290;2,4)								=CALCSLICE("CritHit";B290;1)			=CALCSLICE("TacMas";B290;0,6)																																																		
Supple Fangorn Robe of Insight	182	=CALCSLICE("ArmLCT";B291)			=CALCSLICE("Vitality";B291;2,4)	=CALCSLICE("Will";B291;2,8)	=CALCSLICE("Fate";B291;1,6)							=CALCSLICE("CritHit";B291;0,2)																																																					
Supple Fangorn Robe of Spirit	182	=CALCSLICE("ArmLCT";B292)			=CALCSLICE("Vitality";B292;2,4)	=CALCSLICE("Will";B292;2,8)	=CALCSLICE("Fate";B292;1,6)										=CALCSLICE("TacMas";B292;0,2)																																																		
Hands																																																																			
Flame-scourer's Gloves of the Morannon (4s):	282	=CALCSLICE("ArmLGT";B294)				=CALCSLICE("Will";B294;0,8)		=CALCSLICE("Morale";B294;0,6)																																																										Hands	Ru
Fury-wielder's Gloves of the Morannon (4s):	282	=CALCSLICE("ArmLGT";B295)				=CALCSLICE("Will";B295;0,8)		=CALCSLICE("Morale";B295;0,6)																																																										Hands	Lo
Harmonious Protector's Gloves of the Morannon (4s):	282	=CALCSLICE("ArmLGT";B296)				=CALCSLICE("Will";B296;0,8)		=CALCSLICE("Morale";B296;0,6)																																																										Hands	Mi
Knowledge-seeker's Gloves of the Morannon (4s):	282	=CALCSLICE("ArmLGT";B297)				=CALCSLICE("Will";B297;0,8)		=CALCSLICE("Morale";B297;0,6)																																																										Hands	Lo
Nature-friend's Gloves of the Morannon (4s):	282	=CALCSLICE("ArmLGT";B298)				=CALCSLICE("Will";B298;0,8)		=CALCSLICE("Morale";B298;0,6)																																																										Hands	Lo
Peace-mender's Gloves of the Morannon (4s):	282	=CALCSLICE("ArmLGT";B299)				=CALCSLICE("Will";B299;0,8)		=CALCSLICE("Morale";B299;0,6)																																																										Hands	Ru
Song-warrior's Gloves of the Morannon (4s):	282	=CALCSLICE("ArmLGT";B300)				=CALCSLICE("Will";B300;0,8)		=CALCSLICE("Morale";B300;0,6)																																																										Hands	Mi
Thunder-wielder's Gloves of the Morannon (4s):	282	=CALCSLICE("ArmLGT";B301)				=CALCSLICE("Will";B301;0,8)		=CALCSLICE("Morale";B301;0,6)																																																										Hands	Ru
Vigilant Watcher's Gloves of the Morannon (4s):	282	=CALCSLICE("ArmLGT";B302)				=CALCSLICE("Will";B302;0,8)		=CALCSLICE("Morale";B302;0,6)																																																										Hands	Mi
Supreme Gloves of the Flame-scourer (4s):	258	=CALCSLICE("ArmLGT";B303)				=CALCSLICE("Will";B303;0,8)		=CALCSLICE("Morale";B303;0,6)																																																										Hands	Ru
Supreme Gloves of the Fury-wielder (4s):	258	=CALCSLICE("ArmLGT";B304)				=CALCSLICE("Will";B304;0,8)		=CALCSLICE("Morale";B304;0,6)																																																										Hands	Lo
Supreme Gloves of the Harmonious Protector (4s):	258	=CALCSLICE("ArmLGT";B305)				=CALCSLICE("Will";B305;0,8)		=CALCSLICE("Morale";B305;0,6)																																																										Hands	Mi
Supreme Gloves of the Knowledge-seeker (4s):	258	=CALCSLICE("ArmLGT";B306)				=CALCSLICE("Will";B306;0,8)		=CALCSLICE("Morale";B306;0,6)																																																										Hands	Lo
Supreme Gloves of the Nature-friend (4s):	258	=CALCSLICE("ArmLGT";B307)				=CALCSLICE("Will";B307;0,8)		=CALCSLICE("Morale";B307;0,6)																																																										Hands	Lo
Supreme Gloves of the Peace-mender (4s):	258	=CALCSLICE("ArmLGT";B308)				=CALCSLICE("Will";B308;0,8)		=CALCSLICE("Morale";B308;0,6)																																																										Hands	Ru
Supreme Gloves of the Song-warrior (4s):	258	=CALCSLICE("ArmLGT";B309)				=CALCSLICE("Will";B309;0,8)		=CALCSLICE("Morale";B309;0,6)																																																										Hands	Mi
Supreme Gloves of the Thunder-wielder (4s):	258	=CALCSLICE("ArmLGT";B310)				=CALCSLICE("Will";B310;0,8)		=CALCSLICE("Morale";B310;0,6)																																																										Hands	Ru
Supreme Gloves of the Vigilant Watcher (4s):	258	=CALCSLICE("ArmLGT";B311)				=CALCSLICE("Will";B311;0,8)		=CALCSLICE("Morale";B311;0,6)																																																										Hands	Mi
Weave-padded Gloves of the Ithilien Seeker (4s):	246	=CALCSLICE("ArmLGT";B312)				=CALCSLICE("Will";B312;0,8)		=CALCSLICE("Morale";B312;0,6)																																																										Hands	LoMiRu
Greater Gloves of the Flame-scourer (4s):	234	=CALCSLICE("ArmLGT";B313)				=CALCSLICE("Will";B313;0,8)		=CALCSLICE("Morale";B313;0,6)																																																										Hands	Ru
Greater Gloves of the Fury-wielder (4s):	234	=CALCSLICE("ArmLGT";B314)				=CALCSLICE("Will";B314;0,8)		=CALCSLICE("Morale";B314;0,6)																																																										Hands	Lo
Greater Gloves of the Harmonious Protector (4s):	234	=CALCSLICE("ArmLGT";B315)				=CALCSLICE("Will";B315;0,8)		=CALCSLICE("Morale";B315;0,6)																																																										Hands	Mi
Greater Gloves of the Knowledge-seeker (4s):	234	=CALCSLICE("ArmLGT";B316)				=CALCSLICE("Will";B316;0,8)		=CALCSLICE("Morale";B316;0,6)																																																										Hands	Lo
Greater Gloves of the Nature-friend (4s):	234	=CALCSLICE("ArmLGT";B317)				=CALCSLICE("Will";B317;0,8)		=CALCSLICE("Morale";B317;0,6)																																																										Hands	Lo
Greater Gloves of the Peace-mender (4s):	234	=CALCSLICE("ArmLGT";B318)				=CALCSLICE("Will";B318;0,8)		=CALCSLICE("Morale";B318;0,6)																																																										Hands	Ru
Greater Gloves of the Song-warrior (4s):	234	=CALCSLICE("ArmLGT";B319)				=CALCSLICE("Will";B319;0,8)		=CALCSLICE("Morale";B319;0,6)																																																										Hands	Mi
Greater Gloves of the Thunder-wielder (4s):	234	=CALCSLICE("ArmLGT";B320)				=CALCSLICE("Will";B320;0,8)		=CALCSLICE("Morale";B320;0,6)																																																										Hands	Ru
Greater Gloves of the Vigilant Watcher (4s):	234	=CALCSLICE("ArmLGT";B321)				=CALCSLICE("Will";B321;0,8)		=CALCSLICE("Morale";B321;0,6)																																																										Hands	Mi
(1879339460) Gloves of the Watchful Keeper	234	1045			255	298									3414		562																																																
(1879339493) Wizened Traveller's Gloves	234	1045			255	298								1123			562																																																
Lesser Gloves of the Fury-wielder (4s):	222	=CALCSLICE("ArmLGT";B322)				=CALCSLICE("Will";B322;0,8)		=CALCSLICE("Morale";B322;0,6)																																																										Hands	Lo
Lesser Gloves of the Knowledge-seeker (4s):	222	=CALCSLICE("ArmLGT";B323)				=CALCSLICE("Will";B323;0,8)		=CALCSLICE("Morale";B323;0,6)																																																										Hands	Lo
Lesser Gloves of the Nature-friend (4s):	222	=CALCSLICE("ArmLGT";B324)				=CALCSLICE("Will";B324;0,8)		=CALCSLICE("Morale";B324;0,6)																																																										Hands	Lo
Gloves of the Flame-scourer (4s):	222	=CALCSLICE("ArmLGT";B325)				=CALCSLICE("Will";B325;0,8)		=CALCSLICE("Morale";B325;0,6)																																																										Hands	Ru
Gloves of the Harmonious Protector (4s):	222	=CALCSLICE("ArmLGT";B326)				=CALCSLICE("Will";B326;0,8)		=CALCSLICE("Morale";B326;0,6)																																																										Hands	Mi
Gloves of the Peace-mender (4s):	222	=CALCSLICE("ArmLGT";B327)				=CALCSLICE("Will";B327;0,8)		=CALCSLICE("Morale";B327;0,6)																																																										Hands	Ru
Gloves of the Song-warrior (4s):	222	=CALCSLICE("ArmLGT";B328)				=CALCSLICE("Will";B328;0,8)		=CALCSLICE("Morale";B328;0,6)																																																										Hands	Mi
Gloves of the Thunder-wielder (4s):	222	=CALCSLICE("ArmLGT";B329)				=CALCSLICE("Will";B329;0,8)		=CALCSLICE("Morale";B329;0,6)																																																										Hands	Ru
Gloves of the Vigilant Watcher (4s):	222	=CALCSLICE("ArmLGT";B330)				=CALCSLICE("Will";B330;0,8)		=CALCSLICE("Morale";B330;0,6)																																																										Hands	Mi
Battle-crier's Gloves (4s):	222	=CALCSLICE("ArmLGT";B331)				=CALCSLICE("Will";B331;0,8)		=CALCSLICE("Morale";B331;0,6)																																																										Hands	Mi
Gloves of Biting Wit (4s):	222	=CALCSLICE("ArmLGT";B332)				=CALCSLICE("Will";B332;0,8)		=CALCSLICE("Morale";B332;0,6)																																																										Hands	Ru
Gloves of the War-counselor (4s):	222	=CALCSLICE("ArmLGT";B333)				=CALCSLICE("Will";B333;0,8)		=CALCSLICE("Morale";B333;0,6)																																																										Hands	Lo
Ancient Gloves of Graven Word (2s):	222	=CALCSLICE("ArmLGT";B334)				=CALCSLICE("Will";B334;2)		=CALCSLICE("Morale";B334;1)						=CALCSLICE("CritHit";B334;0,4)											=CALCSLICE("TacMit";B334;0,8)																																									Hands	Ru
Ancient Gloves of the Elder Days (2s):	222	=CALCSLICE("ArmLGT";B335)				=CALCSLICE("Will";B335;2)		=CALCSLICE("Morale";B335;1)						=CALCSLICE("CritHit";B335;0,4)											=CALCSLICE("TacMit";B335;0,8)																																									Hands	Lo
Ancient Wandering Bard's Gloves (2s):	222	=CALCSLICE("ArmLGT";B336)				=CALCSLICE("Will";B336;2)		=CALCSLICE("Morale";B336;1)						=CALCSLICE("CritHit";B336;0,4)											=CALCSLICE("TacMit";B336;0,8)																																									Hands	Mi
Fine Mathom-hunter's Mitts (105)	207	1008			186	372	93							828																																																			
Mathom-hunter's Mitts (105)	207	955			186	279	93							828																																																			
Exemplary Gloves of the Anórien Sun (3s):	204	=CALCSLICE("ArmLGT";B339)				=CALCSLICE("Will";B339;1,4)		=CALCSLICE("Morale";B339;1,4)																																																										Hands	LoMiRu
Anórien Assault Gloves (3s):	201	=CALCSLICE("ArmLGT";B340)					=CALCSLICE("Fate";B340;1)	=CALCSLICE("Morale";B340;1,8)																																																										Hands	LoMiRu
Ancient Osgiliath Gloves	201	=CALCSLICE("ArmLGT";B341)			=CALCSLICE("Vitality";B341;2)	=CALCSLICE("Will";B341;4)								=CALCSLICE("CritHit";B341;1)																																																					
Gloves of Osgiliath's Fury	201	=CALCSLICE("ArmLGT";B342)			=CALCSLICE("Vitality";B342;1)	=CALCSLICE("Will";B342;4)											=CALCSLICE("TacMas";B342;2)																																																		
Gloves of the Osgiliath Animal-friend	201	=CALCSLICE("ArmLGT";B343)			=CALCSLICE("Vitality";B343;1)	=CALCSLICE("Will";B343;4)	=CALCSLICE("Fate";B343;1)								=CALCSLICE("Finesse";B343;1)																																																				
Gloves of the Osgiliath Cleanser	201	=CALCSLICE("ArmLGT";B344)			=CALCSLICE("Vitality";B344;1)	=CALCSLICE("Will";B344;4)	=CALCSLICE("Fate";B344;1)								=CALCSLICE("Finesse";B344;1)																																																				
Gloves of the Osgiliath Peace-caller	201	=CALCSLICE("ArmLGT";B345)			=CALCSLICE("Vitality";B345;1)	=CALCSLICE("Will";B345;4)	=CALCSLICE("Fate";B345;1)												=CALCSLICE("CritDef";B345;1)																																																
Gloves of the Osgiliath Skald	201	=CALCSLICE("ArmLGT";B346)			=CALCSLICE("Vitality";B346;1)	=CALCSLICE("Will";B346;4)											=CALCSLICE("TacMas";B346;2)																																																		
Gloves of the Osgiliath Song-protector	201	=CALCSLICE("ArmLGT";B347)			=CALCSLICE("Vitality";B347;2)	=CALCSLICE("Will";B347;4)		=CALCSLICE("Morale";B347;1)																																																											
Gloves of the Osgiliath Thunder-caller	201	=CALCSLICE("ArmLGT";B348)			=CALCSLICE("Vitality";B348;1)	=CALCSLICE("Will";B348;4)											=CALCSLICE("TacMas";B348;2)																																																		
Gloves of the Osgiliath Watcher	201	=CALCSLICE("ArmLGT";B349)			=CALCSLICE("Vitality";B349;1)	=CALCSLICE("Will";B349;4)	=CALCSLICE("Fate";B349;1)												=CALCSLICE("CritDef";B349;1)																																																
Fine Gloves of Faramir's Faithful (5s):	201	=CALCSLICE("ArmLGT";B350)																																																																Hands	LoMiRu
Gloves of the Archivist	192	=CALCSLICE("ArmLGT";B351)			=CALCSLICE("Vitality";B351;2,4)	=CALCSLICE("Will";B351;2,8)	=CALCSLICE("Fate";B351;0,8)										=CALCSLICE("TacMas";B351;1)																																																		
Gloves of the Night Watcher	192	=CALCSLICE("ArmLGT";B352)			=CALCSLICE("Vitality";B352;2,4)	=CALCSLICE("Will";B352;2,8)											=CALCSLICE("TacMas";B352;1)		=CALCSLICE("CritDef";B352;0,8)																																																
Gloves of the Storied Mariner	192	=CALCSLICE("ArmLGT";B353)			=CALCSLICE("Vitality";B353;2,4)	=CALCSLICE("Will";B353;2,8)	=CALCSLICE("Fate";B353;0,8)										=CALCSLICE("TacMas";B353;1)																																																		
Light Nadhin Gauntlets (4s):	192	=CALCSLICE("ArmLGT";B354)				=CALCSLICE("Will";B354;1,4)																																																												Hands	LoMiRu
Braigmaib	192	=CALCSLICE("ArmLGT";B355)			=CALCSLICE("Vitality";B355;2)	=CALCSLICE("Will";B355;2)								=CALCSLICE("CritHit";B355;1)			=CALCSLICE("TacMas";B355;2)																																																		
Aelin	192	=CALCSLICE("ArmLGT";B356)				=CALCSLICE("Will";B356;2)	=CALCSLICE("Fate";B356;2)							=CALCSLICE("CritHit";B356;2)	=CALCSLICE("Finesse";B356;1)																																																				
Greater Resolute Gloves of Tactics	192	=CALCSLICE("ArmLGT";B357)			=CALCSLICE("Vitality";B357;2,4)	=CALCSLICE("Will";B357;2,8)								=CALCSLICE("CritHit";B357;0,6)			=CALCSLICE("TacMas";B357;1,2)																																																		
Gloves of the Great Shore	192	=CALCSLICE("ArmLGT";B358)			=CALCSLICE("Vitality";B358;2,4)	=CALCSLICE("Will";B358;2,8)	=CALCSLICE("Fate";B358;0,8)							=CALCSLICE("CritHit";B358;0,4)			=CALCSLICE("TacMas";B358;0,6)																																																		
Nadhin Footman's Gauntlets (3s):	192	=CALCSLICE("ArmLGP";B359)				=CALCSLICE("Will";B359;1,4)	=CALCSLICE("Fate";B359;0,4)																																																											Hands	LoMiRu
Supple Fangorn Gloves of Insight	182	=CALCSLICE("ArmLGT";B360)			=CALCSLICE("Vitality";B360;2,4)	=CALCSLICE("Will";B360;2,8)	=CALCSLICE("Fate";B360;1,6)							=CALCSLICE("CritHit";B360;0,2)																																																					
Supple Fangorn Gloves of Spirit	182	=CALCSLICE("ArmLGT";B361)			=CALCSLICE("Vitality";B361;2,4)	=CALCSLICE("Will";B361;2,8)	=CALCSLICE("Fate";B361;1,6)										=CALCSLICE("TacMas";B361;0,2)																																																		
Greater Resolute Gloves of Penetration	176	=CALCSLICE("ArmLGT";B362)			=CALCSLICE("Vitality";B362;2,4)	=CALCSLICE("Will";B362;2,8)								=CALCSLICE("CritHit";B362;1)	=CALCSLICE("Finesse";B362;0,8)																																																				
Nadhin Footman's Gauntlets (3s):	176	=CALCSLICE("ArmLGP";B363)				=CALCSLICE("Will";B363;1,4)	=CALCSLICE("Fate";B363;0,4)																																																												
Legs																																																																			
Flame-scourer's Leggings of the Morannon (4s):	282	=CALCSLICE("ArmLLT";B365)				=CALCSLICE("Will";B365;0,8)		=CALCSLICE("Morale";B365;0,6)																																																										Legs	Ru
Fury-wielder's Leggings of the Morannon (4s):	282	=CALCSLICE("ArmLLT";B366)				=CALCSLICE("Will";B366;0,8)		=CALCSLICE("Morale";B366;0,6)																																																										Legs	Lo
Harmonious Protector's Leggings of the Morannon (4s):	282	=CALCSLICE("ArmLLT";B367)				=CALCSLICE("Will";B367;0,8)		=CALCSLICE("Morale";B367;0,6)																																																										Legs	Mi
Knowledge-seeker's Leggings of the Morannon (4s):	282	=CALCSLICE("ArmLLT";B368)				=CALCSLICE("Will";B368;0,8)		=CALCSLICE("Morale";B368;0,6)																																																										Legs	Lo
Nature-friend's Leggings of the Morannon (4s):	282	=CALCSLICE("ArmLLT";B369)				=CALCSLICE("Will";B369;0,8)		=CALCSLICE("Morale";B369;0,6)																																																										Legs	Lo
Peace-mender's Leggings of the Morannon (4s):	282	=CALCSLICE("ArmLLT";B370)				=CALCSLICE("Will";B370;0,8)		=CALCSLICE("Morale";B370;0,6)																																																										Legs	Ru
Song-warrior's Leggings of the Morannon (4s):	282	=CALCSLICE("ArmLLT";B371)				=CALCSLICE("Will";B371;0,8)		=CALCSLICE("Morale";B371;0,6)																																																										Legs	Mi
Thunder-wielder's Leggings of the Morannon (4s):	282	=CALCSLICE("ArmLLT";B372)				=CALCSLICE("Will";B372;0,8)		=CALCSLICE("Morale";B372;0,6)																																																										Legs	Ru
Vigilant Watcher's Leggings of the Morannon (4s):	282	=CALCSLICE("ArmLLT";B373)				=CALCSLICE("Will";B373;0,8)		=CALCSLICE("Morale";B373;0,6)																																																										Legs	Mi
Supreme Leggings of the Flame-scourer (4s):	258	=CALCSLICE("ArmLLT";B374)				=CALCSLICE("Will";B374;0,8)		=CALCSLICE("Morale";B374;0,6)																																																										Legs	Ru
Supreme Leggings of the Fury-wielder (4s):	258	=CALCSLICE("ArmLLT";B375)				=CALCSLICE("Will";B375;0,8)		=CALCSLICE("Morale";B375;0,6)																																																										Legs	Lo
Supreme Leggings of the Harmonious Protector (4s):	258	=CALCSLICE("ArmLLT";B376)				=CALCSLICE("Will";B376;0,8)		=CALCSLICE("Morale";B376;0,6)																																																										Legs	Mi
Supreme Leggings of the Knowledge-seeker (4s):	258	=CALCSLICE("ArmLLT";B377)				=CALCSLICE("Will";B377;0,8)		=CALCSLICE("Morale";B377;0,6)																																																										Legs	Lo
Supreme Leggings of the Nature-friend (4s):	258	=CALCSLICE("ArmLLT";B378)				=CALCSLICE("Will";B378;0,8)		=CALCSLICE("Morale";B378;0,6)																																																										Legs	Lo
Supreme Leggings of the Peace-mender (4s):	258	=CALCSLICE("ArmLLT";B379)				=CALCSLICE("Will";B379;0,8)		=CALCSLICE("Morale";B379;0,6)																																																										Legs	Ru
Supreme Leggings of the Song-warrior (4s):	258	=CALCSLICE("ArmLLT";B380)				=CALCSLICE("Will";B380;0,8)		=CALCSLICE("Morale";B380;0,6)																																																										Legs	Mi
Supreme Leggings of the Thunder-wielder (4s):	258	=CALCSLICE("ArmLLT";B381)				=CALCSLICE("Will";B381;0,8)		=CALCSLICE("Morale";B381;0,6)																																																										Legs	Ru
Supreme Leggings of the Vigilant Watcher (4s):	258	=CALCSLICE("ArmLLT";B382)				=CALCSLICE("Will";B382;0,8)		=CALCSLICE("Morale";B382;0,6)																																																										Legs	Mi
Weave-padded Leggings of the Ithilien Seeker (4s):	246	=CALCSLICE("ArmLLT";B383)				=CALCSLICE("Will";B383;0,8)		=CALCSLICE("Morale";B383;0,6)																																																										Legs	LoMiRu
Greater Leggings of the Flame-scourer (4s):	234	=CALCSLICE("ArmLLT";B384)				=CALCSLICE("Will";B384;0,8)		=CALCSLICE("Morale";B384;0,6)																																																										Legs	Ru
Greater Leggings of the Fury-wielder (4s):	234	=CALCSLICE("ArmLLT";B385)				=CALCSLICE("Will";B385;0,8)		=CALCSLICE("Morale";B385;0,6)																																																										Legs	Lo
Greater Leggings of the Harmonious Protector (4s):	234	=CALCSLICE("ArmLLT";B386)				=CALCSLICE("Will";B386;0,8)		=CALCSLICE("Morale";B386;0,6)																																																										Legs	Mi
Greater Leggings of the Knowledge-seeker (4s):	234	=CALCSLICE("ArmLLT";B387)				=CALCSLICE("Will";B387;0,8)		=CALCSLICE("Morale";B387;0,6)																																																										Legs	Lo
Greater Leggings of the Nature-friend (4s):	234	=CALCSLICE("ArmLLT";B388)				=CALCSLICE("Will";B388;0,8)		=CALCSLICE("Morale";B388;0,6)																																																										Legs	Lo
Greater Leggings of the Peace-mender (4s):	234	=CALCSLICE("ArmLLT";B389)				=CALCSLICE("Will";B389;0,8)		=CALCSLICE("Morale";B389;0,6)																																																										Legs	Ru
Greater Leggings of the Song-warrior (4s):	234	=CALCSLICE("ArmLLT";B390)				=CALCSLICE("Will";B390;0,8)		=CALCSLICE("Morale";B390;0,6)																																																										Legs	Mi
Greater Leggings of the Thunder-wielder (4s):	234	=CALCSLICE("ArmLLT";B391)				=CALCSLICE("Will";B391;0,8)		=CALCSLICE("Morale";B391;0,6)																																																										Legs	Ru
Greater Leggings of the Vigilant Watcher (4s):	234	=CALCSLICE("ArmLLT";B392)				=CALCSLICE("Will";B392;0,8)		=CALCSLICE("Morale";B392;0,6)																																																										Legs	Mi
Lesser Leggings of the Fury-wielder (4s):	222	=CALCSLICE("ArmLLT";B393)				=CALCSLICE("Will";B393;0,8)		=CALCSLICE("Morale";B393;0,6)																																																										Legs	Lo
Lesser Leggings of the Knowledge-seeker (4s):	222	=CALCSLICE("ArmLLT";B394)				=CALCSLICE("Will";B394;0,8)		=CALCSLICE("Morale";B394;0,6)																																																										Legs	Lo
Lesser Leggings of the Nature-friend (4s):	222	=CALCSLICE("ArmLLT";B395)				=CALCSLICE("Will";B395;0,8)		=CALCSLICE("Morale";B395;0,6)																																																										Legs	Lo
Leggings of the Flame-scourer (4s):	222	=CALCSLICE("ArmLLT";B396)				=CALCSLICE("Will";B396;0,8)		=CALCSLICE("Morale";B396;0,6)																																																										Legs	Ru
